"region";"kjønn";"alder";"år";"statistikkvariabel";"13600: Framskrevet folkemengde 1. januar, etter region, kjønn, alder, år og statistikkvariabel"
"0 Hele landet";"1 Menn";"F90-94 90-94 år";"2040";"Hovedalternativet (MMMM)";33775
"0 Hele landet";"1 Menn";"F90-94 90-94 år";"2041";"Hovedalternativet (MMMM)";34639
"0 Hele landet";"1 Menn";"F90-94 90-94 år";"2042";"Hovedalternativet (MMMM)";34937
"0 Hele landet";"1 Menn";"F90-94 90-94 år";"2043";"Hovedalternativet (MMMM)";35795
"0 Hele landet";"1 Menn";"F90-94 90-94 år";"2044";"Hovedalternativet (MMMM)";36797
"0 Hele landet";"1 Menn";"F90-94 90-94 år";"2045";"Hovedalternativet (MMMM)";38030
"0 Hele landet";"1 Menn";"F90-94 90-94 år";"2046";"Hovedalternativet (MMMM)";39469
"0 Hele landet";"1 Menn";"F90-94 90-94 år";"2047";"Hovedalternativet (MMMM)";41215
"0 Hele landet";"1 Menn";"F90-94 90-94 år";"2048";"Hovedalternativet (MMMM)";42619
"0 Hele landet";"1 Menn";"F90-94 90-94 år";"2049";"Hovedalternativet (MMMM)";44245
"0 Hele landet";"1 Menn";"F90-94 90-94 år";"2050";"Hovedalternativet (MMMM)";45924
"0 Hele landet";"1 Menn";"F95-99 95-99 år";"2022";"Hovedalternativet (MMMM)";2579
"0 Hele landet";"1 Menn";"F95-99 95-99 år";"2023";"Hovedalternativet (MMMM)";2631
"0 Hele landet";"1 Menn";"F95-99 95-99 år";"2024";"Hovedalternativet (MMMM)";2615
"0 Hele landet";"1 Menn";"F95-99 95-99 år";"2025";"Hovedalternativet (MMMM)";2593
"0 Hele landet";"1 Menn";"F95-99 95-99 år";"2026";"Hovedalternativet (MMMM)";2715
"0 Hele landet";"1 Menn";"F95-99 95-99 år";"2027";"Hovedalternativet (MMMM)";2756
"0 Hele landet";"1 Menn";"F95-99 95-99 år";"2028";"Hovedalternativet (MMMM)";2908
"0 Hele landet";"1 Menn";"F95-99 95-99 år";"2029";"Hovedalternativet (MMMM)";2944
"0 Hele landet";"1 Menn";"F95-99 95-99 år";"2030";"Hovedalternativet (MMMM)";3029
"0 Hele landet";"1 Menn";"F95-99 95-99 år";"2031";"Hovedalternativet (MMMM)";3142
"0 Hele landet";"1 Menn";"F95-99 95-99 år";"2032";"Hovedalternativet (MMMM)";3326
"0 Hele landet";"1 Menn";"F95-99 95-99 år";"2033";"Hovedalternativet (MMMM)";3578
"0 Hele landet";"1 Menn";"F95-99 95-99 år";"2034";"Hovedalternativet (MMMM)";3895
"0 Hele landet";"1 Menn";"F95-99 95-99 år";"2035";"Hovedalternativet (MMMM)";4245
"0 Hele landet";"1 Menn";"F95-99 95-99 år";"2036";"Hovedalternativet (MMMM)";4602
"0 Hele landet";"1 Menn";"F95-99 95-99 år";"2037";"Hovedalternativet (MMMM)";4880
"0 Hele landet";"1 Menn";"F95-99 95-99 år";"2038";"Hovedalternativet (MMMM)";5413
"0 Hele landet";"1 Menn";"F95-99 95-99 år";"2039";"Hovedalternativet (MMMM)";6058
"0 Hele landet";"1 Menn";"F95-99 95-99 år";"2040";"Hovedalternativet (MMMM)";6933
"0 Hele landet";"1 Menn";"F95-99 95-99 år";"2041";"Hovedalternativet (MMMM)";7745
"0 Hele landet";"1 Menn";"F95-99 95-99 år";"2042";"Hovedalternativet (MMMM)";8871
"0 Hele landet";"1 Menn";"F95-99 95-99 år";"2043";"Hovedalternativet (MMMM)";9629
"0 Hele landet";"1 Menn";"F95-99 95-99 år";"2044";"Hovedalternativet (MMMM)";10217
"0 Hele landet";"1 Menn";"F95-99 95-99 år";"2045";"Hovedalternativet (MMMM)";10593
"0 Hele landet";"1 Menn";"F95-99 95-99 år";"2046";"Hovedalternativet (MMMM)";10952
"0 Hele landet";"1 Menn";"F95-99 95-99 år";"2047";"Hovedalternativet (MMMM)";11164
"0 Hele landet";"1 Menn";"F95-99 95-99 år";"2048";"Hovedalternativet (MMMM)";11616
"0 Hele landet";"1 Menn";"F95-99 95-99 år";"2049";"Hovedalternativet (MMMM)";12125
"0 Hele landet";"1 Menn";"F95-99 95-99 år";"2050";"Hovedalternativet (MMMM)";12692
"0 Hele landet";"1 Menn";"F100G5+ 100 år eller eldre";"2022";"Hovedalternativet (MMMM)";229
"0 Hele landet";"1 Menn";"F100G5+ 100 år eller eldre";"2023";"Hovedalternativet (MMMM)";280
"0 Hele landet";"1 Menn";"F100G5+ 100 år eller eldre";"2024";"Hovedalternativet (MMMM)";161
"0 Hele landet";"1 Menn";"F100G5+ 100 år eller eldre";"2025";"Hovedalternativet (MMMM)";166
"0 Hele landet";"1 Menn";"F100G5+ 100 år eller eldre";"2026";"Hovedalternativet (MMMM)";174
"0 Hele landet";"1 Menn";"F100G5+ 100 år eller eldre";"2027";"Hovedalternativet (MMMM)";175
"0 Hele landet";"1 Menn";"F100G5+ 100 år eller eldre";"2028";"Hovedalternativet (MMMM)";163
"0 Hele landet";"1 Menn";"F100G5+ 100 år eller eldre";"2029";"Hovedalternativet (MMMM)";160
"0 Hele landet";"1 Menn";"F100G5+ 100 år eller eldre";"2030";"Hovedalternativet (MMMM)";168
"0 Hele landet";"1 Menn";"F100G5+ 100 år eller eldre";"2031";"Hovedalternativet (MMMM)";190
"0 Hele landet";"1 Menn";"F100G5+ 100 år eller eldre";"2032";"Hovedalternativet (MMMM)";197
"0 Hele landet";"1 Menn";"F100G5+ 100 år eller eldre";"2033";"Hovedalternativet (MMMM)";218
"0 Hele landet";"1 Menn";"F100G5+ 100 år eller eldre";"2034";"Hovedalternativet (MMMM)";215
"0 Hele landet";"1 Menn";"F100G5+ 100 år eller eldre";"2035";"Hovedalternativet (MMMM)";222
"0 Hele landet";"1 Menn";"F100G5+ 100 år eller eldre";"2036";"Hovedalternativet (MMMM)";243
"0 Hele landet";"1 Menn";"F100G5+ 100 år eller eldre";"2037";"Hovedalternativet (MMMM)";281
"0 Hele landet";"1 Menn";"F100G5+ 100 år eller eldre";"2038";"Hovedalternativet (MMMM)";305
"0 Hele landet";"1 Menn";"F100G5+ 100 år eller eldre";"2039";"Hovedalternativet (MMMM)";347
"0 Hele landet";"1 Menn";"F100G5+ 100 år eller eldre";"2040";"Hovedalternativet (MMMM)";400
"0 Hele landet";"1 Menn";"F100G5+ 100 år eller eldre";"2041";"Hovedalternativet (MMMM)";448
"0 Hele landet";"1 Menn";"F100G5+ 100 år eller eldre";"2042";"Hovedalternativet (MMMM)";479
"0 Hele landet";"1 Menn";"F100G5+ 100 år eller eldre";"2043";"Hovedalternativet (MMMM)";567
"0 Hele landet";"1 Menn";"F100G5+ 100 år eller eldre";"2044";"Hovedalternativet (MMMM)";656
"0 Hele landet";"1 Menn";"F100G5+ 100 år eller eldre";"2045";"Hovedalternativet (MMMM)";798
"0 Hele landet";"1 Menn";"F100G5+ 100 år eller eldre";"2046";"Hovedalternativet (MMMM)";905
"0 Hele landet";"1 Menn";"F100G5+ 100 år eller eldre";"2047";"Hovedalternativet (MMMM)";1073
"0 Hele landet";"1 Menn";"F100G5+ 100 år eller eldre";"2048";"Hovedalternativet (MMMM)";1165
"0 Hele landet";"1 Menn";"F100G5+ 100 år eller eldre";"2049";"Hovedalternativet (MMMM)";1251
"0 Hele landet";"1 Menn";"F100G5+ 100 år eller eldre";"2050";"Hovedalternativet (MMMM)";1306
"0 Hele landet";"2 Kvinner";"F00-04 0-4 år";"2022";"Hovedalternativet (MMMM)";136253
"0 Hele landet";"2 Kvinner";"F00-04 0-4 år";"2023";"Hovedalternativet (MMMM)";136148
"0 Hele landet";"2 Kvinner";"F00-04 0-4 år";"2024";"Hovedalternativet (MMMM)";136332
"0 Hele landet";"2 Kvinner";"F00-04 0-4 år";"2025";"Hovedalternativet (MMMM)";135948
"0 Hele landet";"2 Kvinner";"F00-04 0-4 år";"2026";"Hovedalternativet (MMMM)";136173
"0 Hele landet";"2 Kvinner";"F00-04 0-4 år";"2027";"Hovedalternativet (MMMM)";135154
"0 Hele landet";"2 Kvinner";"F00-04 0-4 år";"2028";"Hovedalternativet (MMMM)";135476
"0 Hele landet";"2 Kvinner";"F00-04 0-4 år";"2029";"Hovedalternativet (MMMM)";136252
"0 Hele landet";"2 Kvinner";"F00-04 0-4 år";"2030";"Hovedalternativet (MMMM)";137356
"0 Hele landet";"2 Kvinner";"F00-04 0-4 år";"2031";"Hovedalternativet (MMMM)";138533
"0 Hele landet";"2 Kvinner";"F00-04 0-4 år";"2032";"Hovedalternativet (MMMM)";139687
"0 Hele landet";"2 Kvinner";"F00-04 0-4 år";"2033";"Hovedalternativet (MMMM)";140805
"0 Hele landet";"2 Kvinner";"F00-04 0-4 år";"2034";"Hovedalternativet (MMMM)";141932
"0 Hele landet";"2 Kvinner";"F00-04 0-4 år";"2035";"Hovedalternativet (MMMM)";143109
"0 Hele landet";"2 Kvinner";"F00-04 0-4 år";"2036";"Hovedalternativet (MMMM)";144367
"0 Hele landet";"2 Kvinner";"F00-04 0-4 år";"2037";"Hovedalternativet (MMMM)";145668
"0 Hele landet";"2 Kvinner";"F00-04 0-4 år";"2038";"Hovedalternativet (MMMM)";146678
"0 Hele landet";"2 Kvinner";"F00-04 0-4 år";"2039";"Hovedalternativet (MMMM)";147382
"0 Hele landet";"2 Kvinner";"F00-04 0-4 år";"2040";"Hovedalternativet (MMMM)";147754
"0 Hele landet";"2 Kvinner";"F00-04 0-4 år";"2041";"Hovedalternativet (MMMM)";147753
"0 Hele landet";"2 Kvinner";"F00-04 0-4 år";"2042";"Hovedalternativet (MMMM)";147398
"0 Hele landet";"2 Kvinner";"F00-04 0-4 år";"2043";"Hovedalternativet (MMMM)";146924
"0 Hele landet";"2 Kvinner";"F00-04 0-4 år";"2044";"Hovedalternativet (MMMM)";146384
"0 Hele landet";"2 Kvinner";"F00-04 0-4 år";"2045";"Hovedalternativet (MMMM)";145720
"0 Hele landet";"2 Kvinner";"F00-04 0-4 år";"2046";"Hovedalternativet (MMMM)";144971
"0 Hele landet";"2 Kvinner";"F00-04 0-4 år";"2047";"Hovedalternativet (MMMM)";144138
"0 Hele landet";"2 Kvinner";"F00-04 0-4 år";"2048";"Hovedalternativet (MMMM)";143233
"0 Hele landet";"2 Kvinner";"F00-04 0-4 år";"2049";"Hovedalternativet (MMMM)";142271
"0 Hele landet";"2 Kvinner";"F00-04 0-4 år";"2050";"Hovedalternativet (MMMM)";141343
"0 Hele landet";"2 Kvinner";"F05-09 5-9 år";"2022";"Hovedalternativet (MMMM)";149745
"0 Hele landet";"2 Kvinner";"F05-09 5-9 år";"2023";"Hovedalternativet (MMMM)";148234
"0 Hele landet";"2 Kvinner";"F05-09 5-9 år";"2024";"Hovedalternativet (MMMM)";146306
"0 Hele landet";"2 Kvinner";"F05-09 5-9 år";"2025";"Hovedalternativet (MMMM)";144232
"0 Hele landet";"2 Kvinner";"F05-09 5-9 år";"2026";"Hovedalternativet (MMMM)";141805
"0 Hele landet";"2 Kvinner";"F05-09 5-9 år";"2027";"Hovedalternativet (MMMM)";141003
"0 Hele landet";"2 Kvinner";"F05-09 5-9 år";"2028";"Hovedalternativet (MMMM)";140166
"0 Hele landet";"2 Kvinner";"F05-09 5-9 år";"2029";"Hovedalternativet (MMMM)";139840
"0 Hele landet";"2 Kvinner";"F05-09 5-9 år";"2030";"Hovedalternativet (MMMM)";139524
"0 Hele landet";"2 Kvinner";"F05-09 5-9 år";"2031";"Hovedalternativet (MMMM)";139752
"0 Hele landet";"2 Kvinner";"F05-09 5-9 år";"2032";"Hovedalternativet (MMMM)";138753
"0 Hele landet";"2 Kvinner";"F05-09 5-9 år";"2033";"Hovedalternativet (MMMM)";139073
"0 Hele landet";"2 Kvinner";"F05-09 5-9 år";"2034";"Hovedalternativet (MMMM)";139788
"0 Hele landet";"2 Kvinner";"F05-09 5-9 år";"2035";"Hovedalternativet (MMMM)";140858
"0 Hele landet";"2 Kvinner";"F05-09 5-9 år";"2036";"Hovedalternativet (MMMM)";141994
"0 Hele landet";"2 Kvinner";"F05-09 5-9 år";"2037";"Hovedalternativet (MMMM)";143095
"0 Hele landet";"2 Kvinner";"F05-09 5-9 år";"2038";"Hovedalternativet (MMMM)";144186
"0 Hele landet";"2 Kvinner";"F05-09 5-9 år";"2039";"Hovedalternativet (MMMM)";145259
"0 Hele landet";"2 Kvinner";"F05-09 5-9 år";"2040";"Hovedalternativet (MMMM)";146363
"0 Hele landet";"2 Kvinner";"F05-09 5-9 år";"2041";"Hovedalternativet (MMMM)";147552
"0 Hele landet";"2 Kvinner";"F05-09 5-9 år";"2042";"Hovedalternativet (MMMM)";148803
"0 Hele landet";"2 Kvinner";"F05-09 5-9 år";"2043";"Hovedalternativet (MMMM)";149753
"0 Hele landet";"2 Kvinner";"F05-09 5-9 år";"2044";"Hovedalternativet (MMMM)";150429
"0 Hele landet";"2 Kvinner";"F05-09 5-9 år";"2045";"Hovedalternativet (MMMM)";150807
"0 Hele landet";"2 Kvinner";"F05-09 5-9 år";"2046";"Hovedalternativet (MMMM)";150840
"0 Hele landet";"2 Kvinner";"F05-09 5-9 år";"2047";"Hovedalternativet (MMMM)";150448
"0 Hele landet";"2 Kvinner";"F05-09 5-9 år";"2048";"Hovedalternativet (MMMM)";149975
"0 Hele landet";"2 Kvinner";"F05-09 5-9 år";"2049";"Hovedalternativet (MMMM)";149439
"0 Hele landet";"2 Kvinner";"F05-09 5-9 år";"2050";"Hovedalternativet (MMMM)";148795
"0 Hele landet";"2 Kvinner";"F10-14 10-14 år";"2022";"Hovedalternativet (MMMM)";159646
"0 Hele landet";"2 Kvinner";"F10-14 10-14 år";"2023";"Hovedalternativet (MMMM)";160074
"0 Hele landet";"2 Kvinner";"F10-14 10-14 år";"2024";"Hovedalternativet (MMMM)";158933
"0 Hele landet";"2 Kvinner";"F10-14 10-14 år";"2025";"Hovedalternativet (MMMM)";156650
"0 Hele landet";"2 Kvinner";"F10-14 10-14 år";"2026";"Hovedalternativet (MMMM)";154599
"0 Hele landet";"2 Kvinner";"F10-14 10-14 år";"2027";"Hovedalternativet (MMMM)";153396
"0 Hele landet";"2 Kvinner";"F10-14 10-14 år";"2028";"Hovedalternativet (MMMM)";151269
"0 Hele landet";"2 Kvinner";"F10-14 10-14 år";"2029";"Hovedalternativet (MMMM)";149043
"0 Hele landet";"2 Kvinner";"F10-14 10-14 år";"2030";"Hovedalternativet (MMMM)";146996
"0 Hele landet";"2 Kvinner";"F10-14 10-14 år";"2031";"Hovedalternativet (MMMM)";144634
"0 Hele landet";"2 Kvinner";"F10-14 10-14 år";"2032";"Hovedalternativet (MMMM)";143825
"0 Hele landet";"2 Kvinner";"F10-14 10-14 år";"2033";"Hovedalternativet (MMMM)";142993
"0 Hele landet";"2 Kvinner";"F10-14 10-14 år";"2034";"Hovedalternativet (MMMM)";142674
"0 Hele landet";"2 Kvinner";"F10-14 10-14 år";"2035";"Hovedalternativet (MMMM)";142347
"0 Hele landet";"2 Kvinner";"F10-14 10-14 år";"2036";"Hovedalternativet (MMMM)";142578
"0 Hele landet";"2 Kvinner";"F10-14 10-14 år";"2037";"Hovedalternativet (MMMM)";141574
"0 Hele landet";"2 Kvinner";"F10-14 10-14 år";"2038";"Hovedalternativet (MMMM)";141856
"0 Hele landet";"2 Kvinner";"F10-14 10-14 år";"2039";"Hovedalternativet (MMMM)";142599
"0 Hele landet";"2 Kvinner";"F10-14 10-14 år";"2040";"Hovedalternativet (MMMM)";143623
"0 Hele landet";"2 Kvinner";"F10-14 10-14 år";"2041";"Hovedalternativet (MMMM)";144716
"0 Hele landet";"2 Kvinner";"F10-14 10-14 år";"2042";"Hovedalternativet (MMMM)";145784
"0 Hele landet";"2 Kvinner";"F10-14 10-14 år";"2043";"Hovedalternativet (MMMM)";146808
"0 Hele landet";"2 Kvinner";"F10-14 10-14 år";"2044";"Hovedalternativet (MMMM)";147840
"0 Hele landet";"2 Kvinner";"F10-14 10-14 år";"2045";"Hovedalternativet (MMMM)";148938
"0 Hele landet";"2 Kvinner";"F10-14 10-14 år";"2046";"Hovedalternativet (MMMM)";150105
"0 Hele landet";"2 Kvinner";"F10-14 10-14 år";"2047";"Hovedalternativet (MMMM)";151337
"0 Hele landet";"2 Kvinner";"F10-14 10-14 år";"2048";"Hovedalternativet (MMMM)";152291
"0 Hele landet";"2 Kvinner";"F10-14 10-14 år";"2049";"Hovedalternativet (MMMM)";152945
"0 Hele landet";"2 Kvinner";"F10-14 10-14 år";"2050";"Hovedalternativet (MMMM)";153267
"0 Hele landet";"2 Kvinner";"F15-19 15-19 år";"2022";"Hovedalternativet (MMMM)";155502
"0 Hele landet";"2 Kvinner";"F15-19 15-19 år";"2023";"Hovedalternativet (MMMM)";157250
"0 Hele landet";"2 Kvinner";"F15-19 15-19 år";"2024";"Hovedalternativet (MMMM)";158929
"0 Hele landet";"2 Kvinner";"F15-19 15-19 år";"2025";"Hovedalternativet (MMMM)";160656
"0 Hele landet";"2 Kvinner";"F15-19 15-19 år";"2026";"Hovedalternativet (MMMM)";162016
"0 Hele landet";"2 Kvinner";"F15-19 15-19 år";"2027";"Hovedalternativet (MMMM)";161829
"0 Hele landet";"2 Kvinner";"F15-19 15-19 år";"2028";"Hovedalternativet (MMMM)";161687
"0 Hele landet";"2 Kvinner";"F15-19 15-19 år";"2029";"Hovedalternativet (MMMM)";160288
"0 Hele landet";"2 Kvinner";"F15-19 15-19 år";"2030";"Hovedalternativet (MMMM)";158069
"0 Hele landet";"2 Kvinner";"F15-19 15-19 år";"2031";"Hovedalternativet (MMMM)";156108
"0 Hele landet";"2 Kvinner";"F15-19 15-19 år";"2032";"Hovedalternativet (MMMM)";154930
"0 Hele landet";"2 Kvinner";"F15-19 15-19 år";"2033";"Hovedalternativet (MMMM)";152863
"0 Hele landet";"2 Kvinner";"F15-19 15-19 år";"2034";"Hovedalternativet (MMMM)";150651
"0 Hele landet";"2 Kvinner";"F15-19 15-19 år";"2035";"Hovedalternativet (MMMM)";148694
"0 Hele landet";"2 Kvinner";"F15-19 15-19 år";"2036";"Hovedalternativet (MMMM)";146311
"0 Hele landet";"2 Kvinner";"F15-19 15-19 år";"2037";"Hovedalternativet (MMMM)";145544
"0 Hele landet";"2 Kvinner";"F15-19 15-19 år";"2038";"Hovedalternativet (MMMM)";144739
"0 Hele landet";"2 Kvinner";"F15-19 15-19 år";"2039";"Hovedalternativet (MMMM)";144392
"0 Hele landet";"2 Kvinner";"F15-19 15-19 år";"2040";"Hovedalternativet (MMMM)";144039
"0 Hele landet";"2 Kvinner";"F15-19 15-19 år";"2041";"Hovedalternativet (MMMM)";144280
"0 Hele landet";"2 Kvinner";"F15-19 15-19 år";"2042";"Hovedalternativet (MMMM)";143303
"0 Hele landet";"2 Kvinner";"F15-19 15-19 år";"2043";"Hovedalternativet (MMMM)";143574
"0 Hele landet";"2 Kvinner";"F15-19 15-19 år";"2044";"Hovedalternativet (MMMM)";144255
"0 Hele landet";"2 Kvinner";"F15-19 15-19 år";"2045";"Hovedalternativet (MMMM)";145239
"0 Hele landet";"2 Kvinner";"F15-19 15-19 år";"2046";"Hovedalternativet (MMMM)";146314
"0 Hele landet";"2 Kvinner";"F15-19 15-19 år";"2047";"Hovedalternativet (MMMM)";147318
"0 Hele landet";"2 Kvinner";"F15-19 15-19 år";"2048";"Hovedalternativet (MMMM)";148319
"0 Hele landet";"2 Kvinner";"F15-19 15-19 år";"2049";"Hovedalternativet (MMMM)";149351
"0 Hele landet";"2 Kvinner";"F15-19 15-19 år";"2050";"Hovedalternativet (MMMM)";150391
"0 Hele landet";"2 Kvinner";"F20-24 20-24 år";"2022";"Hovedalternativet (MMMM)";161705
"0 Hele landet";"2 Kvinner";"F20-24 20-24 år";"2023";"Hovedalternativet (MMMM)";161652
"0 Hele landet";"2 Kvinner";"F20-24 20-24 år";"2024";"Hovedalternativet (MMMM)";161599
"0 Hele landet";"2 Kvinner";"F20-24 20-24 år";"2025";"Hovedalternativet (MMMM)";160455
"0 Hele landet";"2 Kvinner";"F20-24 20-24 år";"2026";"Hovedalternativet (MMMM)";159322
"0 Hele landet";"2 Kvinner";"F20-24 20-24 år";"2027";"Hovedalternativet (MMMM)";159996
"0 Hele landet";"2 Kvinner";"F20-24 20-24 år";"2028";"Hovedalternativet (MMMM)";160851
"0 Hele landet";"2 Kvinner";"F20-24 20-24 år";"2029";"Hovedalternativet (MMMM)";162084
"0 Hele landet";"2 Kvinner";"F20-24 20-24 år";"2030";"Hovedalternativet (MMMM)";163801
"0 Hele landet";"2 Kvinner";"F20-24 20-24 år";"2031";"Hovedalternativet (MMMM)";165085
"0 Hele landet";"2 Kvinner";"F20-24 20-24 år";"2032";"Hovedalternativet (MMMM)";164906
"0 Hele landet";"2 Kvinner";"F20-24 20-24 år";"2033";"Hovedalternativet (MMMM)";164749
"0 Hele landet";"2 Kvinner";"F20-24 20-24 år";"2034";"Hovedalternativet (MMMM)";163351
"0 Hele landet";"2 Kvinner";"F20-24 20-24 år";"2035";"Hovedalternativet (MMMM)";161204
"0 Hele landet";"2 Kvinner";"F20-24 20-24 år";"2036";"Hovedalternativet (MMMM)";159261
"0 Hele landet";"2 Kvinner";"F20-24 20-24 år";"2037";"Hovedalternativet (MMMM)";158097
"0 Hele landet";"2 Kvinner";"F20-24 20-24 år";"2038";"Hovedalternativet (MMMM)";156071
"0 Hele landet";"2 Kvinner";"F20-24 20-24 år";"2039";"Hovedalternativet (MMMM)";153920
"0 Hele landet";"2 Kvinner";"F20-24 20-24 år";"2040";"Hovedalternativet (MMMM)";151961
"0 Hele landet";"2 Kvinner";"F20-24 20-24 år";"2041";"Hovedalternativet (MMMM)";149655
"0 Hele landet";"2 Kvinner";"F20-24 20-24 år";"2042";"Hovedalternativet (MMMM)";148918
"0 Hele landet";"2 Kvinner";"F20-24 20-24 år";"2043";"Hovedalternativet (MMMM)";148107
"0 Hele landet";"2 Kvinner";"F20-24 20-24 år";"2044";"Hovedalternativet (MMMM)";147770
"0 Hele landet";"2 Kvinner";"F20-24 20-24 år";"2045";"Hovedalternativet (MMMM)";147402
"0 Hele landet";"2 Kvinner";"F20-24 20-24 år";"2046";"Hovedalternativet (MMMM)";147524
"0 Hele landet";"2 Kvinner";"F20-24 20-24 år";"2047";"Hovedalternativet (MMMM)";146590
"0 Hele landet";"2 Kvinner";"F20-24 20-24 år";"2048";"Hovedalternativet (MMMM)";146826
"0 Hele landet";"2 Kvinner";"F20-24 20-24 år";"2049";"Hovedalternativet (MMMM)";147446
"0 Hele landet";"2 Kvinner";"F20-24 20-24 år";"2050";"Hovedalternativet (MMMM)";148360
"0 Hele landet";"2 Kvinner";"F25-29 25-29 år";"2022";"Hovedalternativet (MMMM)";178164
"0 Hele landet";"2 Kvinner";"F25-29 25-29 år";"2023";"Hovedalternativet (MMMM)";179483
"0 Hele landet";"2 Kvinner";"F25-29 25-29 år";"2024";"Hovedalternativet (MMMM)";179073
"0 Hele landet";"2 Kvinner";"F25-29 25-29 år";"2025";"Hovedalternativet (MMMM)";177865
"0 Hele landet";"2 Kvinner";"F25-29 25-29 år";"2026";"Hovedalternativet (MMMM)";176698
"0 Hele landet";"2 Kvinner";"F25-29 25-29 år";"2027";"Hovedalternativet (MMMM)";174231
"0 Hele landet";"2 Kvinner";"F25-29 25-29 år";"2028";"Hovedalternativet (MMMM)";172221
"0 Hele landet";"2 Kvinner";"F25-29 25-29 år";"2029";"Hovedalternativet (MMMM)";171216
"0 Hele landet";"2 Kvinner";"F25-29 25-29 år";"2030";"Hovedalternativet (MMMM)";170198
"0 Hele landet";"2 Kvinner";"F25-29 25-29 år";"2031";"Hovedalternativet (MMMM)";169174
"0 Hele landet";"2 Kvinner";"F25-29 25-29 år";"2032";"Hovedalternativet (MMMM)";169757
"0 Hele landet";"2 Kvinner";"F25-29 25-29 år";"2033";"Hovedalternativet (MMMM)";170479
"0 Hele landet";"2 Kvinner";"F25-29 25-29 år";"2034";"Hovedalternativet (MMMM)";171551
"0 Hele landet";"2 Kvinner";"F25-29 25-29 år";"2035";"Hovedalternativet (MMMM)";173066
"0 Hele landet";"2 Kvinner";"F25-29 25-29 år";"2036";"Hovedalternativet (MMMM)";174227
"0 Hele landet";"2 Kvinner";"F25-29 25-29 år";"2037";"Hovedalternativet (MMMM)";173927
"0 Hele landet";"2 Kvinner";"F25-29 25-29 år";"2038";"Hovedalternativet (MMMM)";173684
"0 Hele landet";"2 Kvinner";"F25-29 25-29 år";"2039";"Hovedalternativet (MMMM)";172287
"0 Hele landet";"2 Kvinner";"F25-29 25-29 år";"2040";"Hovedalternativet (MMMM)";170166
"0 Hele landet";"2 Kvinner";"F25-29 25-29 år";"2041";"Hovedalternativet (MMMM)";168288
"0 Hele landet";"2 Kvinner";"F25-29 25-29 år";"2042";"Hovedalternativet (MMMM)";167110
"0 Hele landet";"2 Kvinner";"F25-29 25-29 år";"2043";"Hovedalternativet (MMMM)";165128
"0 Hele landet";"2 Kvinner";"F25-29 25-29 år";"2044";"Hovedalternativet (MMMM)";163019
"0 Hele landet";"2 Kvinner";"F25-29 25-29 år";"2045";"Hovedalternativet (MMMM)";161101
"0 Hele landet";"2 Kvinner";"F25-29 25-29 år";"2046";"Hovedalternativet (MMMM)";158896
"0 Hele landet";"2 Kvinner";"F25-29 25-29 år";"2047";"Hovedalternativet (MMMM)";158112
"0 Hele landet";"2 Kvinner";"F25-29 25-29 år";"2048";"Hovedalternativet (MMMM)";157292
"0 Hele landet";"2 Kvinner";"F25-29 25-29 år";"2049";"Hovedalternativet (MMMM)";156880
"0 Hele landet";"2 Kvinner";"F25-29 25-29 år";"2050";"Hovedalternativet (MMMM)";156479
"0 Hele landet";"2 Kvinner";"F30-34 30-34 år";"2022";"Hovedalternativet (MMMM)";189243
"0 Hele landet";"2 Kvinner";"F30-34 30-34 år";"2023";"Hovedalternativet (MMMM)";191798
"0 Hele landet";"2 Kvinner";"F30-34 30-34 år";"2024";"Hovedalternativet (MMMM)";191863
"0 Hele landet";"2 Kvinner";"F30-34 30-34 år";"2025";"Hovedalternativet (MMMM)";190482
"0 Hele landet";"2 Kvinner";"F30-34 30-34 år";"2026";"Hovedalternativet (MMMM)";188525
"0 Hele landet";"2 Kvinner";"F30-34 30-34 år";"2027";"Hovedalternativet (MMMM)";187562
"0 Hele landet";"2 Kvinner";"F30-34 30-34 år";"2028";"Hovedalternativet (MMMM)";186435
"0 Hele landet";"2 Kvinner";"F30-34 30-34 år";"2029";"Hovedalternativet (MMMM)";184949
"0 Hele landet";"2 Kvinner";"F30-34 30-34 år";"2030";"Hovedalternativet (MMMM)";183909
"0 Hele landet";"2 Kvinner";"F30-34 30-34 år";"2031";"Hovedalternativet (MMMM)";182878
"0 Hele landet";"2 Kvinner";"F30-34 30-34 år";"2032";"Hovedalternativet (MMMM)";180534
"0 Hele landet";"2 Kvinner";"F30-34 30-34 år";"2033";"Hovedalternativet (MMMM)";178670
"0 Hele landet";"2 Kvinner";"F30-34 30-34 år";"2034";"Hovedalternativet (MMMM)";177681
"0 Hele landet";"2 Kvinner";"F30-34 30-34 år";"2035";"Hovedalternativet (MMMM)";176661
"0 Hele landet";"2 Kvinner";"F30-34 30-34 år";"2036";"Hovedalternativet (MMMM)";175601
"0 Hele landet";"2 Kvinner";"F30-34 30-34 år";"2037";"Hovedalternativet (MMMM)";176030
"0 Hele landet";"2 Kvinner";"F30-34 30-34 år";"2038";"Hovedalternativet (MMMM)";176659
"0 Hele landet";"2 Kvinner";"F30-34 30-34 år";"2039";"Hovedalternativet (MMMM)";177600
"0 Hele landet";"2 Kvinner";"F30-34 30-34 år";"2040";"Hovedalternativet (MMMM)";178939
"0 Hele landet";"2 Kvinner";"F30-34 30-34 år";"2041";"Hovedalternativet (MMMM)";179944
