"region";"kjønn";"alder";"år";"statistikkvariabel";"13600: Framskrevet folkemengde 1. januar, etter region, kjønn, alder, år og statistikkvariabel"
"0 Hele landet";"1 Menn";"F45-49 45-49 år";"2028";"Hovedalternativet (MMMM)";181834
"0 Hele landet";"1 Menn";"F45-49 45-49 år";"2029";"Hovedalternativet (MMMM)";183068
"0 Hele landet";"1 Menn";"F45-49 45-49 år";"2030";"Hovedalternativet (MMMM)";183935
"0 Hele landet";"1 Menn";"F45-49 45-49 år";"2031";"Hovedalternativet (MMMM)";184913
"0 Hele landet";"1 Menn";"F45-49 45-49 år";"2032";"Hovedalternativet (MMMM)";187153
"0 Hele landet";"1 Menn";"F45-49 45-49 år";"2033";"Hovedalternativet (MMMM)";188168
"0 Hele landet";"1 Menn";"F45-49 45-49 år";"2034";"Hovedalternativet (MMMM)";190647
"0 Hele landet";"1 Menn";"F45-49 45-49 år";"2035";"Hovedalternativet (MMMM)";193629
"0 Hele landet";"1 Menn";"F45-49 45-49 år";"2036";"Hovedalternativet (MMMM)";196291
"0 Hele landet";"1 Menn";"F45-49 45-49 år";"2037";"Hovedalternativet (MMMM)";198125
"0 Hele landet";"1 Menn";"F45-49 45-49 år";"2038";"Hovedalternativet (MMMM)";199888
"0 Hele landet";"1 Menn";"F45-49 45-49 år";"2039";"Hovedalternativet (MMMM)";199369
"0 Hele landet";"1 Menn";"F45-49 45-49 år";"2040";"Hovedalternativet (MMMM)";198345
"0 Hele landet";"1 Menn";"F45-49 45-49 år";"2041";"Hovedalternativet (MMMM)";197097
"0 Hele landet";"1 Menn";"F45-49 45-49 år";"2042";"Hovedalternativet (MMMM)";196143
"0 Hele landet";"1 Menn";"F45-49 45-49 år";"2043";"Hovedalternativet (MMMM)";194762
"0 Hele landet";"1 Menn";"F45-49 45-49 år";"2044";"Hovedalternativet (MMMM)";193386
"0 Hele landet";"1 Menn";"F45-49 45-49 år";"2045";"Hovedalternativet (MMMM)";192530
"0 Hele landet";"1 Menn";"F45-49 45-49 år";"2046";"Hovedalternativet (MMMM)";191340
"0 Hele landet";"1 Menn";"F45-49 45-49 år";"2047";"Hovedalternativet (MMMM)";188797
"0 Hele landet";"1 Menn";"F45-49 45-49 år";"2048";"Hovedalternativet (MMMM)";186095
"0 Hele landet";"1 Menn";"F45-49 45-49 år";"2049";"Hovedalternativet (MMMM)";184648
"0 Hele landet";"1 Menn";"F45-49 45-49 år";"2050";"Hovedalternativet (MMMM)";183087
"0 Hele landet";"1 Menn";"F50-54 50-54 år";"2022";"Hovedalternativet (MMMM)";192921
"0 Hele landet";"1 Menn";"F50-54 50-54 år";"2023";"Hovedalternativet (MMMM)";194273
"0 Hele landet";"1 Menn";"F50-54 50-54 år";"2024";"Hovedalternativet (MMMM)";193348
"0 Hele landet";"1 Menn";"F50-54 50-54 år";"2025";"Hovedalternativet (MMMM)";191561
"0 Hele landet";"1 Menn";"F50-54 50-54 år";"2026";"Hovedalternativet (MMMM)";189109
"0 Hele landet";"1 Menn";"F50-54 50-54 år";"2027";"Hovedalternativet (MMMM)";185667
"0 Hele landet";"1 Menn";"F50-54 50-54 år";"2028";"Hovedalternativet (MMMM)";181196
"0 Hele landet";"1 Menn";"F50-54 50-54 år";"2029";"Hovedalternativet (MMMM)";178980
"0 Hele landet";"1 Menn";"F50-54 50-54 år";"2030";"Hovedalternativet (MMMM)";177315
"0 Hele landet";"1 Menn";"F50-54 50-54 år";"2031";"Hovedalternativet (MMMM)";177654
"0 Hele landet";"1 Menn";"F50-54 50-54 år";"2032";"Hovedalternativet (MMMM)";177948
"0 Hele landet";"1 Menn";"F50-54 50-54 år";"2033";"Hovedalternativet (MMMM)";180227
"0 Hele landet";"1 Menn";"F50-54 50-54 år";"2034";"Hovedalternativet (MMMM)";181483
"0 Hele landet";"1 Menn";"F50-54 50-54 år";"2035";"Hovedalternativet (MMMM)";182346
"0 Hele landet";"1 Menn";"F50-54 50-54 år";"2036";"Hovedalternativet (MMMM)";183287
"0 Hele landet";"1 Menn";"F50-54 50-54 år";"2037";"Hovedalternativet (MMMM)";185511
"0 Hele landet";"1 Menn";"F50-54 50-54 år";"2038";"Hovedalternativet (MMMM)";186500
"0 Hele landet";"1 Menn";"F50-54 50-54 år";"2039";"Hovedalternativet (MMMM)";188922
"0 Hele landet";"1 Menn";"F50-54 50-54 år";"2040";"Hovedalternativet (MMMM)";191844
"0 Hele landet";"1 Menn";"F50-54 50-54 år";"2041";"Hovedalternativet (MMMM)";194446
"0 Hele landet";"1 Menn";"F50-54 50-54 år";"2042";"Hovedalternativet (MMMM)";196256
"0 Hele landet";"1 Menn";"F50-54 50-54 år";"2043";"Hovedalternativet (MMMM)";197989
"0 Hele landet";"1 Menn";"F50-54 50-54 år";"2044";"Hovedalternativet (MMMM)";197495
"0 Hele landet";"1 Menn";"F50-54 50-54 år";"2045";"Hovedalternativet (MMMM)";196523
"0 Hele landet";"1 Menn";"F50-54 50-54 år";"2046";"Hovedalternativet (MMMM)";195343
"0 Hele landet";"1 Menn";"F50-54 50-54 år";"2047";"Hovedalternativet (MMMM)";194429
"0 Hele landet";"1 Menn";"F50-54 50-54 år";"2048";"Hovedalternativet (MMMM)";193108
"0 Hele landet";"1 Menn";"F50-54 50-54 år";"2049";"Hovedalternativet (MMMM)";191779
"0 Hele landet";"1 Menn";"F50-54 50-54 år";"2050";"Hovedalternativet (MMMM)";190937
"0 Hele landet";"1 Menn";"F55-59 55-59 år";"2022";"Hovedalternativet (MMMM)";177720
"0 Hele landet";"1 Menn";"F55-59 55-59 år";"2023";"Hovedalternativet (MMMM)";181158
"0 Hele landet";"1 Menn";"F55-59 55-59 år";"2024";"Hovedalternativet (MMMM)";185139
"0 Hele landet";"1 Menn";"F55-59 55-59 år";"2025";"Hovedalternativet (MMMM)";187586
"0 Hele landet";"1 Menn";"F55-59 55-59 år";"2026";"Hovedalternativet (MMMM)";188657
"0 Hele landet";"1 Menn";"F55-59 55-59 år";"2027";"Hovedalternativet (MMMM)";189463
"0 Hele landet";"1 Menn";"F55-59 55-59 år";"2028";"Hovedalternativet (MMMM)";190591
"0 Hele landet";"1 Menn";"F55-59 55-59 år";"2029";"Hovedalternativet (MMMM)";189573
"0 Hele landet";"1 Menn";"F55-59 55-59 år";"2030";"Hovedalternativet (MMMM)";187935
"0 Hele landet";"1 Menn";"F55-59 55-59 år";"2031";"Hovedalternativet (MMMM)";185678
"0 Hele landet";"1 Menn";"F55-59 55-59 år";"2032";"Hovedalternativet (MMMM)";182407
"0 Hele landet";"1 Menn";"F55-59 55-59 år";"2033";"Hovedalternativet (MMMM)";178118
"0 Hele landet";"1 Menn";"F55-59 55-59 år";"2034";"Hovedalternativet (MMMM)";176017
"0 Hele landet";"1 Menn";"F55-59 55-59 år";"2035";"Hovedalternativet (MMMM)";174465
"0 Hele landet";"1 Menn";"F55-59 55-59 år";"2036";"Hovedalternativet (MMMM)";174853
"0 Hele landet";"1 Menn";"F55-59 55-59 år";"2037";"Hovedalternativet (MMMM)";175200
"0 Hele landet";"1 Menn";"F55-59 55-59 år";"2038";"Hovedalternativet (MMMM)";177477
"0 Hele landet";"1 Menn";"F55-59 55-59 år";"2039";"Hovedalternativet (MMMM)";178715
"0 Hele landet";"1 Menn";"F55-59 55-59 år";"2040";"Hovedalternativet (MMMM)";179598
"0 Hele landet";"1 Menn";"F55-59 55-59 år";"2041";"Hovedalternativet (MMMM)";180560
"0 Hele landet";"1 Menn";"F55-59 55-59 år";"2042";"Hovedalternativet (MMMM)";182774
"0 Hele landet";"1 Menn";"F55-59 55-59 år";"2043";"Hovedalternativet (MMMM)";183784
"0 Hele landet";"1 Menn";"F55-59 55-59 år";"2044";"Hovedalternativet (MMMM)";186186
"0 Hele landet";"1 Menn";"F55-59 55-59 år";"2045";"Hovedalternativet (MMMM)";189064
"0 Hele landet";"1 Menn";"F55-59 55-59 år";"2046";"Hovedalternativet (MMMM)";191625
"0 Hele landet";"1 Menn";"F55-59 55-59 år";"2047";"Hovedalternativet (MMMM)";193421
"0 Hele landet";"1 Menn";"F55-59 55-59 år";"2048";"Hovedalternativet (MMMM)";195172
"0 Hele landet";"1 Menn";"F55-59 55-59 år";"2049";"Hovedalternativet (MMMM)";194750
"0 Hele landet";"1 Menn";"F55-59 55-59 år";"2050";"Hovedalternativet (MMMM)";193892
"0 Hele landet";"1 Menn";"F60-64 60-64 år";"2022";"Hovedalternativet (MMMM)";157489
"0 Hele landet";"1 Menn";"F60-64 60-64 år";"2023";"Hovedalternativet (MMMM)";159620
"0 Hele landet";"1 Menn";"F60-64 60-64 år";"2024";"Hovedalternativet (MMMM)";161466
"0 Hele landet";"1 Menn";"F60-64 60-64 år";"2025";"Hovedalternativet (MMMM)";164518
"0 Hele landet";"1 Menn";"F60-64 60-64 år";"2026";"Hovedalternativet (MMMM)";168274
"0 Hele landet";"1 Menn";"F60-64 60-64 år";"2027";"Hovedalternativet (MMMM)";172347
"0 Hele landet";"1 Menn";"F60-64 60-64 år";"2028";"Hovedalternativet (MMMM)";175643
"0 Hele landet";"1 Menn";"F60-64 60-64 år";"2029";"Hovedalternativet (MMMM)";179466
"0 Hele landet";"1 Menn";"F60-64 60-64 år";"2030";"Hovedalternativet (MMMM)";181928
"0 Hele landet";"1 Menn";"F60-64 60-64 år";"2031";"Hovedalternativet (MMMM)";183147
"0 Hele landet";"1 Menn";"F60-64 60-64 år";"2032";"Hovedalternativet (MMMM)";184006
"0 Hele landet";"1 Menn";"F60-64 60-64 år";"2033";"Hovedalternativet (MMMM)";185214
"0 Hele landet";"1 Menn";"F60-64 60-64 år";"2034";"Hovedalternativet (MMMM)";184333
"0 Hele landet";"1 Menn";"F60-64 60-64 år";"2035";"Hovedalternativet (MMMM)";182833
"0 Hele landet";"1 Menn";"F60-64 60-64 år";"2036";"Hovedalternativet (MMMM)";180744
"0 Hele landet";"1 Menn";"F60-64 60-64 år";"2037";"Hovedalternativet (MMMM)";177648
"0 Hele landet";"1 Menn";"F60-64 60-64 år";"2038";"Hovedalternativet (MMMM)";173593
"0 Hele landet";"1 Menn";"F60-64 60-64 år";"2039";"Hovedalternativet (MMMM)";171660
"0 Hele landet";"1 Menn";"F60-64 60-64 år";"2040";"Hovedalternativet (MMMM)";170249
"0 Hele landet";"1 Menn";"F60-64 60-64 år";"2041";"Hovedalternativet (MMMM)";170709
"0 Hele landet";"1 Menn";"F60-64 60-64 år";"2042";"Hovedalternativet (MMMM)";171116
"0 Hele landet";"1 Menn";"F60-64 60-64 år";"2043";"Hovedalternativet (MMMM)";173350
"0 Hele landet";"1 Menn";"F60-64 60-64 år";"2044";"Hovedalternativet (MMMM)";174658
"0 Hele landet";"1 Menn";"F60-64 60-64 år";"2045";"Hovedalternativet (MMMM)";175579
"0 Hele landet";"1 Menn";"F60-64 60-64 år";"2046";"Hovedalternativet (MMMM)";176597
"0 Hele landet";"1 Menn";"F60-64 60-64 år";"2047";"Hovedalternativet (MMMM)";178785
"0 Hele landet";"1 Menn";"F60-64 60-64 år";"2048";"Hovedalternativet (MMMM)";179842
"0 Hele landet";"1 Menn";"F60-64 60-64 år";"2049";"Hovedalternativet (MMMM)";182236
"0 Hele landet";"1 Menn";"F60-64 60-64 år";"2050";"Hovedalternativet (MMMM)";185113
"0 Hele landet";"1 Menn";"F65-69 65-69 år";"2022";"Hovedalternativet (MMMM)";141429
"0 Hele landet";"1 Menn";"F65-69 65-69 år";"2023";"Hovedalternativet (MMMM)";143126
"0 Hele landet";"1 Menn";"F65-69 65-69 år";"2024";"Hovedalternativet (MMMM)";145290
"0 Hele landet";"1 Menn";"F65-69 65-69 år";"2025";"Hovedalternativet (MMMM)";147546
"0 Hele landet";"1 Menn";"F65-69 65-69 år";"2026";"Hovedalternativet (MMMM)";149139
"0 Hele landet";"1 Menn";"F65-69 65-69 år";"2027";"Hovedalternativet (MMMM)";150352
"0 Hele landet";"1 Menn";"F65-69 65-69 år";"2028";"Hovedalternativet (MMMM)";152416
"0 Hele landet";"1 Menn";"F65-69 65-69 år";"2029";"Hovedalternativet (MMMM)";154329
"0 Hele landet";"1 Menn";"F65-69 65-69 år";"2030";"Hovedalternativet (MMMM)";157430
"0 Hele landet";"1 Menn";"F65-69 65-69 år";"2031";"Hovedalternativet (MMMM)";161199
"0 Hele landet";"1 Menn";"F65-69 65-69 år";"2032";"Hovedalternativet (MMMM)";165269
"0 Hele landet";"1 Menn";"F65-69 65-69 år";"2033";"Hovedalternativet (MMMM)";168598
"0 Hele landet";"1 Menn";"F65-69 65-69 år";"2034";"Hovedalternativet (MMMM)";172402
"0 Hele landet";"1 Menn";"F65-69 65-69 år";"2035";"Hovedalternativet (MMMM)";174942
"0 Hele landet";"1 Menn";"F65-69 65-69 år";"2036";"Hovedalternativet (MMMM)";176231
"0 Hele landet";"1 Menn";"F65-69 65-69 år";"2037";"Hovedalternativet (MMMM)";177204
"0 Hele landet";"1 Menn";"F65-69 65-69 år";"2038";"Hovedalternativet (MMMM)";178539
"0 Hele landet";"1 Menn";"F65-69 65-69 år";"2039";"Hovedalternativet (MMMM)";177813
"0 Hele landet";"1 Menn";"F65-69 65-69 år";"2040";"Hovedalternativet (MMMM)";176530
"0 Hele landet";"1 Menn";"F65-69 65-69 år";"2041";"Hovedalternativet (MMMM)";174653
"0 Hele landet";"1 Menn";"F65-69 65-69 år";"2042";"Hovedalternativet (MMMM)";171813
"0 Hele landet";"1 Menn";"F65-69 65-69 år";"2043";"Hovedalternativet (MMMM)";168054
"0 Hele landet";"1 Menn";"F65-69 65-69 år";"2044";"Hovedalternativet (MMMM)";166289
"0 Hele landet";"1 Menn";"F65-69 65-69 år";"2045";"Hovedalternativet (MMMM)";165043
"0 Hele landet";"1 Menn";"F65-69 65-69 år";"2046";"Hovedalternativet (MMMM)";165589
"0 Hele landet";"1 Menn";"F65-69 65-69 år";"2047";"Hovedalternativet (MMMM)";166105
"0 Hele landet";"1 Menn";"F65-69 65-69 år";"2048";"Hovedalternativet (MMMM)";168408
"0 Hele landet";"1 Menn";"F65-69 65-69 år";"2049";"Hovedalternativet (MMMM)";169767
"0 Hele landet";"1 Menn";"F65-69 65-69 år";"2050";"Hovedalternativet (MMMM)";170735
"0 Hele landet";"1 Menn";"F70-74 70-74 år";"2022";"Hovedalternativet (MMMM)";126335
"0 Hele landet";"1 Menn";"F70-74 70-74 år";"2023";"Hovedalternativet (MMMM)";126103
"0 Hele landet";"1 Menn";"F70-74 70-74 år";"2024";"Hovedalternativet (MMMM)";126228
"0 Hele landet";"1 Menn";"F70-74 70-74 år";"2025";"Hovedalternativet (MMMM)";127271
"0 Hele landet";"1 Menn";"F70-74 70-74 år";"2026";"Hovedalternativet (MMMM)";129112
"0 Hele landet";"1 Menn";"F70-74 70-74 år";"2027";"Hovedalternativet (MMMM)";131923
"0 Hele landet";"1 Menn";"F70-74 70-74 år";"2028";"Hovedalternativet (MMMM)";133660
"0 Hele landet";"1 Menn";"F70-74 70-74 år";"2029";"Hovedalternativet (MMMM)";135948
"0 Hele landet";"1 Menn";"F70-74 70-74 år";"2030";"Hovedalternativet (MMMM)";138328
"0 Hele landet";"1 Menn";"F70-74 70-74 år";"2031";"Hovedalternativet (MMMM)";140031
"0 Hele landet";"1 Menn";"F70-74 70-74 år";"2032";"Hovedalternativet (MMMM)";141444
"0 Hele landet";"1 Menn";"F70-74 70-74 år";"2033";"Hovedalternativet (MMMM)";143613
"0 Hele landet";"1 Menn";"F70-74 70-74 år";"2034";"Hovedalternativet (MMMM)";145639
"0 Hele landet";"1 Menn";"F70-74 70-74 år";"2035";"Hovedalternativet (MMMM)";148800
"0 Hele landet";"1 Menn";"F70-74 70-74 år";"2036";"Hovedalternativet (MMMM)";152578
"0 Hele landet";"1 Menn";"F70-74 70-74 år";"2037";"Hovedalternativet (MMMM)";156636
"0 Hele landet";"1 Menn";"F70-74 70-74 år";"2038";"Hovedalternativet (MMMM)";159994
"0 Hele landet";"1 Menn";"F70-74 70-74 år";"2039";"Hovedalternativet (MMMM)";163848
"0 Hele landet";"1 Menn";"F70-74 70-74 år";"2040";"Hovedalternativet (MMMM)";166509
"0 Hele landet";"1 Menn";"F70-74 70-74 år";"2041";"Hovedalternativet (MMMM)";167926
"0 Hele landet";"1 Menn";"F70-74 70-74 år";"2042";"Hovedalternativet (MMMM)";169080
"0 Hele landet";"1 Menn";"F70-74 70-74 år";"2043";"Hovedalternativet (MMMM)";170526
"0 Hele landet";"1 Menn";"F70-74 70-74 år";"2044";"Hovedalternativet (MMMM)";170068
"0 Hele landet";"1 Menn";"F70-74 70-74 år";"2045";"Hovedalternativet (MMMM)";169044
"0 Hele landet";"1 Menn";"F70-74 70-74 år";"2046";"Hovedalternativet (MMMM)";167399
"0 Hele landet";"1 Menn";"F70-74 70-74 år";"2047";"Hovedalternativet (MMMM)";164873
"0 Hele landet";"1 Menn";"F70-74 70-74 år";"2048";"Hovedalternativet (MMMM)";161411
"0 Hele landet";"1 Menn";"F70-74 70-74 år";"2049";"Hovedalternativet (MMMM)";159946
"0 Hele landet";"1 Menn";"F70-74 70-74 år";"2050";"Hovedalternativet (MMMM)";158924
"0 Hele landet";"1 Menn";"F75-79 75-79 år";"2022";"Hovedalternativet (MMMM)";99409
"0 Hele landet";"1 Menn";"F75-79 75-79 år";"2023";"Hovedalternativet (MMMM)";105987
"0 Hele landet";"1 Menn";"F75-79 75-79 år";"2024";"Hovedalternativet (MMMM)";110587
"0 Hele landet";"1 Menn";"F75-79 75-79 år";"2025";"Hovedalternativet (MMMM)";112589
"0 Hele landet";"1 Menn";"F75-79 75-79 år";"2026";"Hovedalternativet (MMMM)";113876
"0 Hele landet";"1 Menn";"F75-79 75-79 år";"2027";"Hovedalternativet (MMMM)";112294
"0 Hele landet";"1 Menn";"F75-79 75-79 år";"2028";"Hovedalternativet (MMMM)";112365
"0 Hele landet";"1 Menn";"F75-79 75-79 år";"2029";"Hovedalternativet (MMMM)";112901
"0 Hele landet";"1 Menn";"F75-79 75-79 år";"2030";"Hovedalternativet (MMMM)";114188
"0 Hele landet";"1 Menn";"F75-79 75-79 år";"2031";"Hovedalternativet (MMMM)";116172
"0 Hele landet";"1 Menn";"F75-79 75-79 år";"2032";"Hovedalternativet (MMMM)";119093
"0 Hele landet";"1 Menn";"F75-79 75-79 år";"2033";"Hovedalternativet (MMMM)";120918
"0 Hele landet";"1 Menn";"F75-79 75-79 år";"2034";"Hovedalternativet (MMMM)";123306
"0 Hele landet";"1 Menn";"F75-79 75-79 år";"2035";"Hovedalternativet (MMMM)";125762
"0 Hele landet";"1 Menn";"F75-79 75-79 år";"2036";"Hovedalternativet (MMMM)";127639
"0 Hele landet";"1 Menn";"F75-79 75-79 år";"2037";"Hovedalternativet (MMMM)";129205
"0 Hele landet";"1 Menn";"F75-79 75-79 år";"2038";"Hovedalternativet (MMMM)";131494
"0 Hele landet";"1 Menn";"F75-79 75-79 år";"2039";"Hovedalternativet (MMMM)";133648
"0 Hele landet";"1 Menn";"F75-79 75-79 år";"2040";"Hovedalternativet (MMMM)";136866
"0 Hele landet";"1 Menn";"F75-79 75-79 år";"2041";"Hovedalternativet (MMMM)";140657
"0 Hele landet";"1 Menn";"F75-79 75-79 år";"2042";"Hovedalternativet (MMMM)";144726
"0 Hele landet";"1 Menn";"F75-79 75-79 år";"2043";"Hovedalternativet (MMMM)";148122
"0 Hele landet";"1 Menn";"F75-79 75-79 år";"2044";"Hovedalternativet (MMMM)";151909
"0 Hele landet";"1 Menn";"F75-79 75-79 år";"2045";"Hovedalternativet (MMMM)";154646
"0 Hele landet";"1 Menn";"F75-79 75-79 år";"2046";"Hovedalternativet (MMMM)";156267
"0 Hele landet";"1 Menn";"F75-79 75-79 år";"2047";"Hovedalternativet (MMMM)";157636
"0 Hele landet";"1 Menn";"F75-79 75-79 år";"2048";"Hovedalternativet (MMMM)";159270
"0 Hele landet";"1 Menn";"F75-79 75-79 år";"2049";"Hovedalternativet (MMMM)";159108
"0 Hele landet";"1 Menn";"F75-79 75-79 år";"2050";"Hovedalternativet (MMMM)";158376
"0 Hele landet";"1 Menn";"F80-84 80-84 år";"2022";"Hovedalternativet (MMMM)";54097
"0 Hele landet";"1 Menn";"F80-84 80-84 år";"2023";"Hovedalternativet (MMMM)";57366
"0 Hele landet";"1 Menn";"F80-84 80-84 år";"2024";"Hovedalternativet (MMMM)";61334
"0 Hele landet";"1 Menn";"F80-84 80-84 år";"2025";"Hovedalternativet (MMMM)";66927
"0 Hele landet";"1 Menn";"F80-84 80-84 år";"2026";"Hovedalternativet (MMMM)";72471
"0 Hele landet";"1 Menn";"F80-84 80-84 år";"2027";"Hovedalternativet (MMMM)";80589
"0 Hele landet";"1 Menn";"F80-84 80-84 år";"2028";"Hovedalternativet (MMMM)";86141
"0 Hele landet";"1 Menn";"F80-84 80-84 år";"2029";"Hovedalternativet (MMMM)";90176
"0 Hele landet";"1 Menn";"F80-84 80-84 år";"2030";"Hovedalternativet (MMMM)";92073
"0 Hele landet";"1 Menn";"F80-84 80-84 år";"2031";"Hovedalternativet (MMMM)";93420
"0 Hele landet";"1 Menn";"F80-84 80-84 år";"2032";"Hovedalternativet (MMMM)";92515
"0 Hele landet";"1 Menn";"F80-84 80-84 år";"2033";"Hovedalternativet (MMMM)";93006
"0 Hele landet";"1 Menn";"F80-84 80-84 år";"2034";"Hovedalternativet (MMMM)";93895
"0 Hele landet";"1 Menn";"F80-84 80-84 år";"2035";"Hovedalternativet (MMMM)";95375
"0 Hele landet";"1 Menn";"F80-84 80-84 år";"2036";"Hovedalternativet (MMMM)";97459
"0 Hele landet";"1 Menn";"F80-84 80-84 år";"2037";"Hovedalternativet (MMMM)";100240
"0 Hele landet";"1 Menn";"F80-84 80-84 år";"2038";"Hovedalternativet (MMMM)";102183
"0 Hele landet";"1 Menn";"F80-84 80-84 år";"2039";"Hovedalternativet (MMMM)";104577
"0 Hele landet";"1 Menn";"F80-84 80-84 år";"2040";"Hovedalternativet (MMMM)";107015
"0 Hele landet";"1 Menn";"F80-84 80-84 år";"2041";"Hovedalternativet (MMMM)";108984
"0 Hele landet";"1 Menn";"F80-84 80-84 år";"2042";"Hovedalternativet (MMMM)";110715
"0 Hele landet";"1 Menn";"F80-84 80-84 år";"2043";"Hovedalternativet (MMMM)";113064
"0 Hele landet";"1 Menn";"F80-84 80-84 år";"2044";"Hovedalternativet (MMMM)";115299
"0 Hele landet";"1 Menn";"F80-84 80-84 år";"2045";"Hovedalternativet (MMMM)";118490
"0 Hele landet";"1 Menn";"F80-84 80-84 år";"2046";"Hovedalternativet (MMMM)";122175
"0 Hele landet";"1 Menn";"F80-84 80-84 år";"2047";"Hovedalternativet (MMMM)";126076
"0 Hele landet";"1 Menn";"F80-84 80-84 år";"2048";"Hovedalternativet (MMMM)";129384
"0 Hele landet";"1 Menn";"F80-84 80-84 år";"2049";"Hovedalternativet (MMMM)";133062
"0 Hele landet";"1 Menn";"F80-84 80-84 år";"2050";"Hovedalternativet (MMMM)";135830
"0 Hele landet";"1 Menn";"F85-89 85-89 år";"2022";"Hovedalternativet (MMMM)";28220
"0 Hele landet";"1 Menn";"F85-89 85-89 år";"2023";"Hovedalternativet (MMMM)";29087
"0 Hele landet";"1 Menn";"F85-89 85-89 år";"2024";"Hovedalternativet (MMMM)";30601
"0 Hele landet";"1 Menn";"F85-89 85-89 år";"2025";"Hovedalternativet (MMMM)";32406
"0 Hele landet";"1 Menn";"F85-89 85-89 år";"2026";"Hovedalternativet (MMMM)";34399
"0 Hele landet";"1 Menn";"F85-89 85-89 år";"2027";"Hovedalternativet (MMMM)";35725
"0 Hele landet";"1 Menn";"F85-89 85-89 år";"2028";"Hovedalternativet (MMMM)";38220
"0 Hele landet";"1 Menn";"F85-89 85-89 år";"2029";"Hovedalternativet (MMMM)";41295
"0 Hele landet";"1 Menn";"F85-89 85-89 år";"2030";"Hovedalternativet (MMMM)";45506
"0 Hele landet";"1 Menn";"F85-89 85-89 år";"2031";"Hovedalternativet (MMMM)";49633
"0 Hele landet";"1 Menn";"F85-89 85-89 år";"2032";"Hovedalternativet (MMMM)";55551
"0 Hele landet";"1 Menn";"F85-89 85-89 år";"2033";"Hovedalternativet (MMMM)";59636
"0 Hele landet";"1 Menn";"F85-89 85-89 år";"2034";"Hovedalternativet (MMMM)";62658
"0 Hele landet";"1 Menn";"F85-89 85-89 år";"2035";"Hovedalternativet (MMMM)";64258
"0 Hele landet";"1 Menn";"F85-89 85-89 år";"2036";"Hovedalternativet (MMMM)";65474
"0 Hele landet";"1 Menn";"F85-89 85-89 år";"2037";"Hovedalternativet (MMMM)";65288
"0 Hele landet";"1 Menn";"F85-89 85-89 år";"2038";"Hovedalternativet (MMMM)";66135
"0 Hele landet";"1 Menn";"F85-89 85-89 år";"2039";"Hovedalternativet (MMMM)";67246
"0 Hele landet";"1 Menn";"F85-89 85-89 år";"2040";"Hovedalternativet (MMMM)";68772
"0 Hele landet";"1 Menn";"F85-89 85-89 år";"2041";"Hovedalternativet (MMMM)";70700
"0 Hele landet";"1 Menn";"F85-89 85-89 år";"2042";"Hovedalternativet (MMMM)";73167
"0 Hele landet";"1 Menn";"F85-89 85-89 år";"2043";"Hovedalternativet (MMMM)";74994
"0 Hele landet";"1 Menn";"F85-89 85-89 år";"2044";"Hovedalternativet (MMMM)";77201
"0 Hele landet";"1 Menn";"F85-89 85-89 år";"2045";"Hovedalternativet (MMMM)";79447
"0 Hele landet";"1 Menn";"F85-89 85-89 år";"2046";"Hovedalternativet (MMMM)";81325
"0 Hele landet";"1 Menn";"F85-89 85-89 år";"2047";"Hovedalternativet (MMMM)";83065
"0 Hele landet";"1 Menn";"F85-89 85-89 år";"2048";"Hovedalternativet (MMMM)";85270
"0 Hele landet";"1 Menn";"F85-89 85-89 år";"2049";"Hovedalternativet (MMMM)";87420
"0 Hele landet";"1 Menn";"F85-89 85-89 år";"2050";"Hovedalternativet (MMMM)";90360
"0 Hele landet";"1 Menn";"F90-94 90-94 år";"2022";"Hovedalternativet (MMMM)";11522
"0 Hele landet";"1 Menn";"F90-94 90-94 år";"2023";"Hovedalternativet (MMMM)";11914
"0 Hele landet";"1 Menn";"F90-94 90-94 år";"2024";"Hovedalternativet (MMMM)";12050
"0 Hele landet";"1 Menn";"F90-94 90-94 år";"2025";"Hovedalternativet (MMMM)";12177
"0 Hele landet";"1 Menn";"F90-94 90-94 år";"2026";"Hovedalternativet (MMMM)";12294
"0 Hele landet";"1 Menn";"F90-94 90-94 år";"2027";"Hovedalternativet (MMMM)";12788
"0 Hele landet";"1 Menn";"F90-94 90-94 år";"2028";"Hovedalternativet (MMMM)";13424
"0 Hele landet";"1 Menn";"F90-94 90-94 år";"2029";"Hovedalternativet (MMMM)";14348
"0 Hele landet";"1 Menn";"F90-94 90-94 år";"2030";"Hovedalternativet (MMMM)";15382
"0 Hele landet";"1 Menn";"F90-94 90-94 år";"2031";"Hovedalternativet (MMMM)";16510
"0 Hele landet";"1 Menn";"F90-94 90-94 år";"2032";"Hovedalternativet (MMMM)";17299
"0 Hele landet";"1 Menn";"F90-94 90-94 år";"2033";"Hovedalternativet (MMMM)";18778
"0 Hele landet";"1 Menn";"F90-94 90-94 år";"2034";"Hovedalternativet (MMMM)";20605
"0 Hele landet";"1 Menn";"F90-94 90-94 år";"2035";"Hovedalternativet (MMMM)";23057
"0 Hele landet";"1 Menn";"F90-94 90-94 år";"2036";"Hovedalternativet (MMMM)";25422
"0 Hele landet";"1 Menn";"F90-94 90-94 år";"2037";"Hovedalternativet (MMMM)";28744
"0 Hele landet";"1 Menn";"F90-94 90-94 år";"2038";"Hovedalternativet (MMMM)";31021
"0 Hele landet";"1 Menn";"F90-94 90-94 år";"2039";"Hovedalternativet (MMMM)";32734
