"region";"kjønn";"alder";"år";"statistikkvariabel";"13600: Framskrevet folkemengde 1. januar, etter region, kjønn, alder, år og statistikkvariabel"
"34 Innlandet";"2 Kvinner";"F40-44 40-44 år";"2023";"Hovedalternativet (MMMM)";10265
"34 Innlandet";"2 Kvinner";"F40-44 40-44 år";"2024";"Hovedalternativet (MMMM)";10365
"34 Innlandet";"2 Kvinner";"F40-44 40-44 år";"2025";"Hovedalternativet (MMMM)";10401
"34 Innlandet";"2 Kvinner";"F40-44 40-44 år";"2026";"Hovedalternativet (MMMM)";10464
"34 Innlandet";"2 Kvinner";"F40-44 40-44 år";"2027";"Hovedalternativet (MMMM)";10684
"34 Innlandet";"2 Kvinner";"F40-44 40-44 år";"2028";"Hovedalternativet (MMMM)";10919
"34 Innlandet";"2 Kvinner";"F40-44 40-44 år";"2029";"Hovedalternativet (MMMM)";11136
"34 Innlandet";"2 Kvinner";"F40-44 40-44 år";"2030";"Hovedalternativet (MMMM)";11421
"34 Innlandet";"2 Kvinner";"F40-44 40-44 år";"2031";"Hovedalternativet (MMMM)";11668
"34 Innlandet";"2 Kvinner";"F40-44 40-44 år";"2032";"Hovedalternativet (MMMM)";11794
"34 Innlandet";"2 Kvinner";"F40-44 40-44 år";"2033";"Hovedalternativet (MMMM)";11923
"34 Innlandet";"2 Kvinner";"F40-44 40-44 år";"2034";"Hovedalternativet (MMMM)";12026
"34 Innlandet";"2 Kvinner";"F40-44 40-44 år";"2035";"Hovedalternativet (MMMM)";12003
"34 Innlandet";"2 Kvinner";"F40-44 40-44 år";"2036";"Hovedalternativet (MMMM)";11905
"34 Innlandet";"2 Kvinner";"F40-44 40-44 år";"2037";"Hovedalternativet (MMMM)";11831
"34 Innlandet";"2 Kvinner";"F40-44 40-44 år";"2038";"Hovedalternativet (MMMM)";11710
"34 Innlandet";"2 Kvinner";"F40-44 40-44 år";"2039";"Hovedalternativet (MMMM)";11514
"34 Innlandet";"2 Kvinner";"F40-44 40-44 år";"2040";"Hovedalternativet (MMMM)";11402
"34 Innlandet";"2 Kvinner";"F40-44 40-44 år";"2041";"Hovedalternativet (MMMM)";11284
"34 Innlandet";"2 Kvinner";"F40-44 40-44 år";"2042";"Hovedalternativet (MMMM)";11165
"34 Innlandet";"2 Kvinner";"F40-44 40-44 år";"2043";"Hovedalternativet (MMMM)";11042
"34 Innlandet";"2 Kvinner";"F40-44 40-44 år";"2044";"Hovedalternativet (MMMM)";11003
"34 Innlandet";"2 Kvinner";"F40-44 40-44 år";"2045";"Hovedalternativet (MMMM)";10942
"34 Innlandet";"2 Kvinner";"F40-44 40-44 år";"2046";"Hovedalternativet (MMMM)";10866
"34 Innlandet";"2 Kvinner";"F40-44 40-44 år";"2047";"Hovedalternativet (MMMM)";10868
"34 Innlandet";"2 Kvinner";"F40-44 40-44 år";"2048";"Hovedalternativet (MMMM)";10873
"34 Innlandet";"2 Kvinner";"F40-44 40-44 år";"2049";"Hovedalternativet (MMMM)";10921
"34 Innlandet";"2 Kvinner";"F40-44 40-44 år";"2050";"Hovedalternativet (MMMM)";10965
"34 Innlandet";"2 Kvinner";"F45-49 45-49 år";"2022";"Hovedalternativet (MMMM)";12198
"34 Innlandet";"2 Kvinner";"F45-49 45-49 år";"2023";"Hovedalternativet (MMMM)";11754
"34 Innlandet";"2 Kvinner";"F45-49 45-49 år";"2024";"Hovedalternativet (MMMM)";11302
"34 Innlandet";"2 Kvinner";"F45-49 45-49 år";"2025";"Hovedalternativet (MMMM)";10925
"34 Innlandet";"2 Kvinner";"F45-49 45-49 år";"2026";"Hovedalternativet (MMMM)";10771
"34 Innlandet";"2 Kvinner";"F45-49 45-49 år";"2027";"Hovedalternativet (MMMM)";10677
"34 Innlandet";"2 Kvinner";"F45-49 45-49 år";"2028";"Hovedalternativet (MMMM)";10645
"34 Innlandet";"2 Kvinner";"F45-49 45-49 år";"2029";"Hovedalternativet (MMMM)";10743
"34 Innlandet";"2 Kvinner";"F45-49 45-49 år";"2030";"Hovedalternativet (MMMM)";10801
"34 Innlandet";"2 Kvinner";"F45-49 45-49 år";"2031";"Hovedalternativet (MMMM)";10879
"34 Innlandet";"2 Kvinner";"F45-49 45-49 år";"2032";"Hovedalternativet (MMMM)";11084
"34 Innlandet";"2 Kvinner";"F45-49 45-49 år";"2033";"Hovedalternativet (MMMM)";11320
"34 Innlandet";"2 Kvinner";"F45-49 45-49 år";"2034";"Hovedalternativet (MMMM)";11542
"34 Innlandet";"2 Kvinner";"F45-49 45-49 år";"2035";"Hovedalternativet (MMMM)";11825
"34 Innlandet";"2 Kvinner";"F45-49 45-49 år";"2036";"Hovedalternativet (MMMM)";12075
"34 Innlandet";"2 Kvinner";"F45-49 45-49 år";"2037";"Hovedalternativet (MMMM)";12212
"34 Innlandet";"2 Kvinner";"F45-49 45-49 år";"2038";"Hovedalternativet (MMMM)";12336
"34 Innlandet";"2 Kvinner";"F45-49 45-49 år";"2039";"Hovedalternativet (MMMM)";12425
"34 Innlandet";"2 Kvinner";"F45-49 45-49 år";"2040";"Hovedalternativet (MMMM)";12384
"34 Innlandet";"2 Kvinner";"F45-49 45-49 år";"2041";"Hovedalternativet (MMMM)";12282
"34 Innlandet";"2 Kvinner";"F45-49 45-49 år";"2042";"Hovedalternativet (MMMM)";12204
"34 Innlandet";"2 Kvinner";"F45-49 45-49 år";"2043";"Hovedalternativet (MMMM)";12091
"34 Innlandet";"2 Kvinner";"F45-49 45-49 år";"2044";"Hovedalternativet (MMMM)";11899
"34 Innlandet";"2 Kvinner";"F45-49 45-49 år";"2045";"Hovedalternativet (MMMM)";11789
"34 Innlandet";"2 Kvinner";"F45-49 45-49 år";"2046";"Hovedalternativet (MMMM)";11676
"34 Innlandet";"2 Kvinner";"F45-49 45-49 år";"2047";"Hovedalternativet (MMMM)";11553
"34 Innlandet";"2 Kvinner";"F45-49 45-49 år";"2048";"Hovedalternativet (MMMM)";11422
"34 Innlandet";"2 Kvinner";"F45-49 45-49 år";"2049";"Hovedalternativet (MMMM)";11388
"34 Innlandet";"2 Kvinner";"F45-49 45-49 år";"2050";"Hovedalternativet (MMMM)";11326
"34 Innlandet";"2 Kvinner";"F50-54 50-54 år";"2022";"Hovedalternativet (MMMM)";13571
"34 Innlandet";"2 Kvinner";"F50-54 50-54 år";"2023";"Hovedalternativet (MMMM)";13515
"34 Innlandet";"2 Kvinner";"F50-54 50-54 år";"2024";"Hovedalternativet (MMMM)";13424
"34 Innlandet";"2 Kvinner";"F50-54 50-54 år";"2025";"Hovedalternativet (MMMM)";13191
"34 Innlandet";"2 Kvinner";"F50-54 50-54 år";"2026";"Hovedalternativet (MMMM)";12881
"34 Innlandet";"2 Kvinner";"F50-54 50-54 år";"2027";"Hovedalternativet (MMMM)";12411
"34 Innlandet";"2 Kvinner";"F50-54 50-54 år";"2028";"Hovedalternativet (MMMM)";11960
"34 Innlandet";"2 Kvinner";"F50-54 50-54 år";"2029";"Hovedalternativet (MMMM)";11547
"34 Innlandet";"2 Kvinner";"F50-54 50-54 år";"2030";"Hovedalternativet (MMMM)";11198
"34 Innlandet";"2 Kvinner";"F50-54 50-54 år";"2031";"Hovedalternativet (MMMM)";11042
"34 Innlandet";"2 Kvinner";"F50-54 50-54 år";"2032";"Hovedalternativet (MMMM)";10980
"34 Innlandet";"2 Kvinner";"F50-54 50-54 år";"2033";"Hovedalternativet (MMMM)";10969
"34 Innlandet";"2 Kvinner";"F50-54 50-54 år";"2034";"Hovedalternativet (MMMM)";11067
"34 Innlandet";"2 Kvinner";"F50-54 50-54 år";"2035";"Hovedalternativet (MMMM)";11121
"34 Innlandet";"2 Kvinner";"F50-54 50-54 år";"2036";"Hovedalternativet (MMMM)";11212
"34 Innlandet";"2 Kvinner";"F50-54 50-54 år";"2037";"Hovedalternativet (MMMM)";11410
"34 Innlandet";"2 Kvinner";"F50-54 50-54 år";"2038";"Hovedalternativet (MMMM)";11637
"34 Innlandet";"2 Kvinner";"F50-54 50-54 år";"2039";"Hovedalternativet (MMMM)";11867
"34 Innlandet";"2 Kvinner";"F50-54 50-54 år";"2040";"Hovedalternativet (MMMM)";12160
"34 Innlandet";"2 Kvinner";"F50-54 50-54 år";"2041";"Hovedalternativet (MMMM)";12416
"34 Innlandet";"2 Kvinner";"F50-54 50-54 år";"2042";"Hovedalternativet (MMMM)";12551
"34 Innlandet";"2 Kvinner";"F50-54 50-54 år";"2043";"Hovedalternativet (MMMM)";12661
"34 Innlandet";"2 Kvinner";"F50-54 50-54 år";"2044";"Hovedalternativet (MMMM)";12753
"34 Innlandet";"2 Kvinner";"F50-54 50-54 år";"2045";"Hovedalternativet (MMMM)";12706
"34 Innlandet";"2 Kvinner";"F50-54 50-54 år";"2046";"Hovedalternativet (MMMM)";12603
"34 Innlandet";"2 Kvinner";"F50-54 50-54 år";"2047";"Hovedalternativet (MMMM)";12524
"34 Innlandet";"2 Kvinner";"F50-54 50-54 år";"2048";"Hovedalternativet (MMMM)";12415
"34 Innlandet";"2 Kvinner";"F50-54 50-54 år";"2049";"Hovedalternativet (MMMM)";12223
"34 Innlandet";"2 Kvinner";"F50-54 50-54 år";"2050";"Hovedalternativet (MMMM)";12118
"34 Innlandet";"2 Kvinner";"F55-59 55-59 år";"2022";"Hovedalternativet (MMMM)";13038
"34 Innlandet";"2 Kvinner";"F55-59 55-59 år";"2023";"Hovedalternativet (MMMM)";13284
"34 Innlandet";"2 Kvinner";"F55-59 55-59 år";"2024";"Hovedalternativet (MMMM)";13429
"34 Innlandet";"2 Kvinner";"F55-59 55-59 år";"2025";"Hovedalternativet (MMMM)";13547
"34 Innlandet";"2 Kvinner";"F55-59 55-59 år";"2026";"Hovedalternativet (MMMM)";13677
"34 Innlandet";"2 Kvinner";"F55-59 55-59 år";"2027";"Hovedalternativet (MMMM)";13797
"34 Innlandet";"2 Kvinner";"F55-59 55-59 år";"2028";"Hovedalternativet (MMMM)";13736
"34 Innlandet";"2 Kvinner";"F55-59 55-59 år";"2029";"Hovedalternativet (MMMM)";13627
"34 Innlandet";"2 Kvinner";"F55-59 55-59 år";"2030";"Hovedalternativet (MMMM)";13388
"34 Innlandet";"2 Kvinner";"F55-59 55-59 år";"2031";"Hovedalternativet (MMMM)";13082
"34 Innlandet";"2 Kvinner";"F55-59 55-59 år";"2032";"Hovedalternativet (MMMM)";12643
"34 Innlandet";"2 Kvinner";"F55-59 55-59 år";"2033";"Hovedalternativet (MMMM)";12204
"34 Innlandet";"2 Kvinner";"F55-59 55-59 år";"2034";"Hovedalternativet (MMMM)";11816
"34 Innlandet";"2 Kvinner";"F55-59 55-59 år";"2035";"Hovedalternativet (MMMM)";11488
"34 Innlandet";"2 Kvinner";"F55-59 55-59 år";"2036";"Hovedalternativet (MMMM)";11351
"34 Innlandet";"2 Kvinner";"F55-59 55-59 år";"2037";"Hovedalternativet (MMMM)";11290
"34 Innlandet";"2 Kvinner";"F55-59 55-59 år";"2038";"Hovedalternativet (MMMM)";11308
"34 Innlandet";"2 Kvinner";"F55-59 55-59 år";"2039";"Hovedalternativet (MMMM)";11394
"34 Innlandet";"2 Kvinner";"F55-59 55-59 år";"2040";"Hovedalternativet (MMMM)";11460
"34 Innlandet";"2 Kvinner";"F55-59 55-59 år";"2041";"Hovedalternativet (MMMM)";11553
"34 Innlandet";"2 Kvinner";"F55-59 55-59 år";"2042";"Hovedalternativet (MMMM)";11759
"34 Innlandet";"2 Kvinner";"F55-59 55-59 år";"2043";"Hovedalternativet (MMMM)";11992
"34 Innlandet";"2 Kvinner";"F55-59 55-59 år";"2044";"Hovedalternativet (MMMM)";12224
"34 Innlandet";"2 Kvinner";"F55-59 55-59 år";"2045";"Hovedalternativet (MMMM)";12513
"34 Innlandet";"2 Kvinner";"F55-59 55-59 år";"2046";"Hovedalternativet (MMMM)";12777
"34 Innlandet";"2 Kvinner";"F55-59 55-59 år";"2047";"Hovedalternativet (MMMM)";12930
"34 Innlandet";"2 Kvinner";"F55-59 55-59 år";"2048";"Hovedalternativet (MMMM)";13046
"34 Innlandet";"2 Kvinner";"F55-59 55-59 år";"2049";"Hovedalternativet (MMMM)";13109
"34 Innlandet";"2 Kvinner";"F55-59 55-59 år";"2050";"Hovedalternativet (MMMM)";13070
"34 Innlandet";"2 Kvinner";"F60-64 60-64 år";"2022";"Hovedalternativet (MMMM)";12390
"34 Innlandet";"2 Kvinner";"F60-64 60-64 år";"2023";"Hovedalternativet (MMMM)";12505
"34 Innlandet";"2 Kvinner";"F60-64 60-64 år";"2024";"Hovedalternativet (MMMM)";12583
"34 Innlandet";"2 Kvinner";"F60-64 60-64 år";"2025";"Hovedalternativet (MMMM)";12748
"34 Innlandet";"2 Kvinner";"F60-64 60-64 år";"2026";"Hovedalternativet (MMMM)";12913
"34 Innlandet";"2 Kvinner";"F60-64 60-64 år";"2027";"Hovedalternativet (MMMM)";13099
"34 Innlandet";"2 Kvinner";"F60-64 60-64 år";"2028";"Hovedalternativet (MMMM)";13335
"34 Innlandet";"2 Kvinner";"F60-64 60-64 år";"2029";"Hovedalternativet (MMMM)";13478
"34 Innlandet";"2 Kvinner";"F60-64 60-64 år";"2030";"Hovedalternativet (MMMM)";13607
"34 Innlandet";"2 Kvinner";"F60-64 60-64 år";"2031";"Hovedalternativet (MMMM)";13745
"34 Innlandet";"2 Kvinner";"F60-64 60-64 år";"2032";"Hovedalternativet (MMMM)";13859
"34 Innlandet";"2 Kvinner";"F60-64 60-64 år";"2033";"Hovedalternativet (MMMM)";13820
"34 Innlandet";"2 Kvinner";"F60-64 60-64 år";"2034";"Hovedalternativet (MMMM)";13710
"34 Innlandet";"2 Kvinner";"F60-64 60-64 år";"2035";"Hovedalternativet (MMMM)";13499
"34 Innlandet";"2 Kvinner";"F60-64 60-64 år";"2036";"Hovedalternativet (MMMM)";13219
"34 Innlandet";"2 Kvinner";"F60-64 60-64 år";"2037";"Hovedalternativet (MMMM)";12788
"34 Innlandet";"2 Kvinner";"F60-64 60-64 år";"2038";"Hovedalternativet (MMMM)";12365
"34 Innlandet";"2 Kvinner";"F60-64 60-64 år";"2039";"Hovedalternativet (MMMM)";11998
"34 Innlandet";"2 Kvinner";"F60-64 60-64 år";"2040";"Hovedalternativet (MMMM)";11687
"34 Innlandet";"2 Kvinner";"F60-64 60-64 år";"2041";"Hovedalternativet (MMMM)";11568
"34 Innlandet";"2 Kvinner";"F60-64 60-64 år";"2042";"Hovedalternativet (MMMM)";11531
"34 Innlandet";"2 Kvinner";"F60-64 60-64 år";"2043";"Hovedalternativet (MMMM)";11546
"34 Innlandet";"2 Kvinner";"F60-64 60-64 år";"2044";"Hovedalternativet (MMMM)";11639
"34 Innlandet";"2 Kvinner";"F60-64 60-64 år";"2045";"Hovedalternativet (MMMM)";11718
"34 Innlandet";"2 Kvinner";"F60-64 60-64 år";"2046";"Hovedalternativet (MMMM)";11817
"34 Innlandet";"2 Kvinner";"F60-64 60-64 år";"2047";"Hovedalternativet (MMMM)";12016
"34 Innlandet";"2 Kvinner";"F60-64 60-64 år";"2048";"Hovedalternativet (MMMM)";12246
"34 Innlandet";"2 Kvinner";"F60-64 60-64 år";"2049";"Hovedalternativet (MMMM)";12499
"34 Innlandet";"2 Kvinner";"F60-64 60-64 år";"2050";"Hovedalternativet (MMMM)";12790
"34 Innlandet";"2 Kvinner";"F65-69 65-69 år";"2022";"Hovedalternativet (MMMM)";12042
"34 Innlandet";"2 Kvinner";"F65-69 65-69 år";"2023";"Hovedalternativet (MMMM)";12081
"34 Innlandet";"2 Kvinner";"F65-69 65-69 år";"2024";"Hovedalternativet (MMMM)";12213
"34 Innlandet";"2 Kvinner";"F65-69 65-69 år";"2025";"Hovedalternativet (MMMM)";12316
"34 Innlandet";"2 Kvinner";"F65-69 65-69 år";"2026";"Hovedalternativet (MMMM)";12284
"34 Innlandet";"2 Kvinner";"F65-69 65-69 år";"2027";"Hovedalternativet (MMMM)";12228
"34 Innlandet";"2 Kvinner";"F65-69 65-69 år";"2028";"Hovedalternativet (MMMM)";12332
"34 Innlandet";"2 Kvinner";"F65-69 65-69 år";"2029";"Hovedalternativet (MMMM)";12405
"34 Innlandet";"2 Kvinner";"F65-69 65-69 år";"2030";"Hovedalternativet (MMMM)";12571
"34 Innlandet";"2 Kvinner";"F65-69 65-69 år";"2031";"Hovedalternativet (MMMM)";12748
"34 Innlandet";"2 Kvinner";"F65-69 65-69 år";"2032";"Hovedalternativet (MMMM)";12945
"34 Innlandet";"2 Kvinner";"F65-69 65-69 år";"2033";"Hovedalternativet (MMMM)";13181
"34 Innlandet";"2 Kvinner";"F65-69 65-69 år";"2034";"Hovedalternativet (MMMM)";13342
"34 Innlandet";"2 Kvinner";"F65-69 65-69 år";"2035";"Hovedalternativet (MMMM)";13481
"34 Innlandet";"2 Kvinner";"F65-69 65-69 år";"2036";"Hovedalternativet (MMMM)";13609
"34 Innlandet";"2 Kvinner";"F65-69 65-69 år";"2037";"Hovedalternativet (MMMM)";13735
"34 Innlandet";"2 Kvinner";"F65-69 65-69 år";"2038";"Hovedalternativet (MMMM)";13715
"34 Innlandet";"2 Kvinner";"F65-69 65-69 år";"2039";"Hovedalternativet (MMMM)";13621
"34 Innlandet";"2 Kvinner";"F65-69 65-69 år";"2040";"Hovedalternativet (MMMM)";13427
"34 Innlandet";"2 Kvinner";"F65-69 65-69 år";"2041";"Hovedalternativet (MMMM)";13162
"34 Innlandet";"2 Kvinner";"F65-69 65-69 år";"2042";"Hovedalternativet (MMMM)";12755
"34 Innlandet";"2 Kvinner";"F65-69 65-69 år";"2043";"Hovedalternativet (MMMM)";12355
"34 Innlandet";"2 Kvinner";"F65-69 65-69 år";"2044";"Hovedalternativet (MMMM)";12022
"34 Innlandet";"2 Kvinner";"F65-69 65-69 år";"2045";"Hovedalternativet (MMMM)";11727
"34 Innlandet";"2 Kvinner";"F65-69 65-69 år";"2046";"Hovedalternativet (MMMM)";11617
"34 Innlandet";"2 Kvinner";"F65-69 65-69 år";"2047";"Hovedalternativet (MMMM)";11593
"34 Innlandet";"2 Kvinner";"F65-69 65-69 år";"2048";"Hovedalternativet (MMMM)";11630
"34 Innlandet";"2 Kvinner";"F65-69 65-69 år";"2049";"Hovedalternativet (MMMM)";11727
"34 Innlandet";"2 Kvinner";"F65-69 65-69 år";"2050";"Hovedalternativet (MMMM)";11811
"34 Innlandet";"2 Kvinner";"F70-74 70-74 år";"2022";"Hovedalternativet (MMMM)";11441
"34 Innlandet";"2 Kvinner";"F70-74 70-74 år";"2023";"Hovedalternativet (MMMM)";11333
"34 Innlandet";"2 Kvinner";"F70-74 70-74 år";"2024";"Hovedalternativet (MMMM)";11200
"34 Innlandet";"2 Kvinner";"F70-74 70-74 år";"2025";"Hovedalternativet (MMMM)";11169
"34 Innlandet";"2 Kvinner";"F70-74 70-74 år";"2026";"Hovedalternativet (MMMM)";11234
"34 Innlandet";"2 Kvinner";"F70-74 70-74 år";"2027";"Hovedalternativet (MMMM)";11498
"34 Innlandet";"2 Kvinner";"F70-74 70-74 år";"2028";"Hovedalternativet (MMMM)";11529
"34 Innlandet";"2 Kvinner";"F70-74 70-74 år";"2029";"Hovedalternativet (MMMM)";11662
"34 Innlandet";"2 Kvinner";"F70-74 70-74 år";"2030";"Hovedalternativet (MMMM)";11775
"34 Innlandet";"2 Kvinner";"F70-74 70-74 år";"2031";"Hovedalternativet (MMMM)";11753
"34 Innlandet";"2 Kvinner";"F70-74 70-74 år";"2032";"Hovedalternativet (MMMM)";11713
"34 Innlandet";"2 Kvinner";"F70-74 70-74 år";"2033";"Hovedalternativet (MMMM)";11826
"34 Innlandet";"2 Kvinner";"F70-74 70-74 år";"2034";"Hovedalternativet (MMMM)";11906
"34 Innlandet";"2 Kvinner";"F70-74 70-74 år";"2035";"Hovedalternativet (MMMM)";12069
"34 Innlandet";"2 Kvinner";"F70-74 70-74 år";"2036";"Hovedalternativet (MMMM)";12264
"34 Innlandet";"2 Kvinner";"F70-74 70-74 år";"2037";"Hovedalternativet (MMMM)";12465
"34 Innlandet";"2 Kvinner";"F70-74 70-74 år";"2038";"Hovedalternativet (MMMM)";12702
"34 Innlandet";"2 Kvinner";"F70-74 70-74 år";"2039";"Hovedalternativet (MMMM)";12871
"34 Innlandet";"2 Kvinner";"F70-74 70-74 år";"2040";"Hovedalternativet (MMMM)";13022
"34 Innlandet";"2 Kvinner";"F70-74 70-74 år";"2041";"Hovedalternativet (MMMM)";13160
"34 Innlandet";"2 Kvinner";"F70-74 70-74 år";"2042";"Hovedalternativet (MMMM)";13298
"34 Innlandet";"2 Kvinner";"F70-74 70-74 år";"2043";"Hovedalternativet (MMMM)";13293
"34 Innlandet";"2 Kvinner";"F70-74 70-74 år";"2044";"Hovedalternativet (MMMM)";13208
"34 Innlandet";"2 Kvinner";"F70-74 70-74 år";"2045";"Hovedalternativet (MMMM)";13034
"34 Innlandet";"2 Kvinner";"F70-74 70-74 år";"2046";"Hovedalternativet (MMMM)";12788
"34 Innlandet";"2 Kvinner";"F70-74 70-74 år";"2047";"Hovedalternativet (MMMM)";12406
"34 Innlandet";"2 Kvinner";"F70-74 70-74 år";"2048";"Hovedalternativet (MMMM)";12035
"34 Innlandet";"2 Kvinner";"F70-74 70-74 år";"2049";"Hovedalternativet (MMMM)";11714
"34 Innlandet";"2 Kvinner";"F70-74 70-74 år";"2050";"Hovedalternativet (MMMM)";11425
"34 Innlandet";"2 Kvinner";"F75-79 75-79 år";"2022";"Hovedalternativet (MMMM)";9625
"34 Innlandet";"2 Kvinner";"F75-79 75-79 år";"2023";"Hovedalternativet (MMMM)";10078
"34 Innlandet";"2 Kvinner";"F75-79 75-79 år";"2024";"Hovedalternativet (MMMM)";10414
"34 Innlandet";"2 Kvinner";"F75-79 75-79 år";"2025";"Hovedalternativet (MMMM)";10680
"34 Innlandet";"2 Kvinner";"F75-79 75-79 år";"2026";"Hovedalternativet (MMMM)";10713
"34 Innlandet";"2 Kvinner";"F75-79 75-79 år";"2027";"Hovedalternativet (MMMM)";10417
"34 Innlandet";"2 Kvinner";"F75-79 75-79 år";"2028";"Hovedalternativet (MMMM)";10339
"34 Innlandet";"2 Kvinner";"F75-79 75-79 år";"2029";"Hovedalternativet (MMMM)";10249
"34 Innlandet";"2 Kvinner";"F75-79 75-79 år";"2030";"Hovedalternativet (MMMM)";10240
"34 Innlandet";"2 Kvinner";"F75-79 75-79 år";"2031";"Hovedalternativet (MMMM)";10329
"34 Innlandet";"2 Kvinner";"F75-79 75-79 år";"2032";"Hovedalternativet (MMMM)";10594
"34 Innlandet";"2 Kvinner";"F75-79 75-79 år";"2033";"Hovedalternativet (MMMM)";10641
"34 Innlandet";"2 Kvinner";"F75-79 75-79 år";"2034";"Hovedalternativet (MMMM)";10787
"34 Innlandet";"2 Kvinner";"F75-79 75-79 år";"2035";"Hovedalternativet (MMMM)";10914
"34 Innlandet";"2 Kvinner";"F75-79 75-79 år";"2036";"Hovedalternativet (MMMM)";10913
"34 Innlandet";"2 Kvinner";"F75-79 75-79 år";"2037";"Hovedalternativet (MMMM)";10894
"34 Innlandet";"2 Kvinner";"F75-79 75-79 år";"2038";"Hovedalternativet (MMMM)";11009
"34 Innlandet";"2 Kvinner";"F75-79 75-79 år";"2039";"Hovedalternativet (MMMM)";11111
"34 Innlandet";"2 Kvinner";"F75-79 75-79 år";"2040";"Hovedalternativet (MMMM)";11289
"34 Innlandet";"2 Kvinner";"F75-79 75-79 år";"2041";"Hovedalternativet (MMMM)";11482
"34 Innlandet";"2 Kvinner";"F75-79 75-79 år";"2042";"Hovedalternativet (MMMM)";11687
"34 Innlandet";"2 Kvinner";"F75-79 75-79 år";"2043";"Hovedalternativet (MMMM)";11931
"34 Innlandet";"2 Kvinner";"F75-79 75-79 år";"2044";"Hovedalternativet (MMMM)";12113
"34 Innlandet";"2 Kvinner";"F75-79 75-79 år";"2045";"Hovedalternativet (MMMM)";12268
"34 Innlandet";"2 Kvinner";"F75-79 75-79 år";"2046";"Hovedalternativet (MMMM)";12406
"34 Innlandet";"2 Kvinner";"F75-79 75-79 år";"2047";"Hovedalternativet (MMMM)";12553
"34 Innlandet";"2 Kvinner";"F75-79 75-79 år";"2048";"Hovedalternativet (MMMM)";12564
"34 Innlandet";"2 Kvinner";"F75-79 75-79 år";"2049";"Hovedalternativet (MMMM)";12491
"34 Innlandet";"2 Kvinner";"F75-79 75-79 år";"2050";"Hovedalternativet (MMMM)";12352
"34 Innlandet";"2 Kvinner";"F80-84 80-84 år";"2022";"Hovedalternativet (MMMM)";6061
"34 Innlandet";"2 Kvinner";"F80-84 80-84 år";"2023";"Hovedalternativet (MMMM)";6374
"34 Innlandet";"2 Kvinner";"F80-84 80-84 år";"2024";"Hovedalternativet (MMMM)";6670
"34 Innlandet";"2 Kvinner";"F80-84 80-84 år";"2025";"Hovedalternativet (MMMM)";7026
"34 Innlandet";"2 Kvinner";"F80-84 80-84 år";"2026";"Hovedalternativet (MMMM)";7507
"34 Innlandet";"2 Kvinner";"F80-84 80-84 år";"2027";"Hovedalternativet (MMMM)";8169
"34 Innlandet";"2 Kvinner";"F80-84 80-84 år";"2028";"Hovedalternativet (MMMM)";8591
"34 Innlandet";"2 Kvinner";"F80-84 80-84 år";"2029";"Hovedalternativet (MMMM)";8906
"34 Innlandet";"2 Kvinner";"F80-84 80-84 år";"2030";"Hovedalternativet (MMMM)";9160
"34 Innlandet";"2 Kvinner";"F80-84 80-84 år";"2031";"Hovedalternativet (MMMM)";9208
"34 Innlandet";"2 Kvinner";"F80-84 80-84 år";"2032";"Hovedalternativet (MMMM)";9009
"34 Innlandet";"2 Kvinner";"F80-84 80-84 år";"2033";"Hovedalternativet (MMMM)";8960
"34 Innlandet";"2 Kvinner";"F80-84 80-84 år";"2034";"Hovedalternativet (MMMM)";8917
"34 Innlandet";"2 Kvinner";"F80-84 80-84 år";"2035";"Hovedalternativet (MMMM)";8960
"34 Innlandet";"2 Kvinner";"F80-84 80-84 år";"2036";"Hovedalternativet (MMMM)";9079
"34 Innlandet";"2 Kvinner";"F80-84 80-84 år";"2037";"Hovedalternativet (MMMM)";9333
"34 Innlandet";"2 Kvinner";"F80-84 80-84 år";"2038";"Hovedalternativet (MMMM)";9412
"34 Innlandet";"2 Kvinner";"F80-84 80-84 år";"2039";"Hovedalternativet (MMMM)";9565
"34 Innlandet";"2 Kvinner";"F80-84 80-84 år";"2040";"Hovedalternativet (MMMM)";9706
"34 Innlandet";"2 Kvinner";"F80-84 80-84 år";"2041";"Hovedalternativet (MMMM)";9739
"34 Innlandet";"2 Kvinner";"F80-84 80-84 år";"2042";"Hovedalternativet (MMMM)";9750
"34 Innlandet";"2 Kvinner";"F80-84 80-84 år";"2043";"Hovedalternativet (MMMM)";9881
"34 Innlandet";"2 Kvinner";"F80-84 80-84 år";"2044";"Hovedalternativet (MMMM)";10007
"34 Innlandet";"2 Kvinner";"F80-84 80-84 år";"2045";"Hovedalternativet (MMMM)";10199
"34 Innlandet";"2 Kvinner";"F80-84 80-84 år";"2046";"Hovedalternativet (MMMM)";10403
"34 Innlandet";"2 Kvinner";"F80-84 80-84 år";"2047";"Hovedalternativet (MMMM)";10606
"34 Innlandet";"2 Kvinner";"F80-84 80-84 år";"2048";"Hovedalternativet (MMMM)";10857
"34 Innlandet";"2 Kvinner";"F80-84 80-84 år";"2049";"Hovedalternativet (MMMM)";11051
"34 Innlandet";"2 Kvinner";"F80-84 80-84 år";"2050";"Hovedalternativet (MMMM)";11222
"34 Innlandet";"2 Kvinner";"F85-89 85-89 år";"2022";"Hovedalternativet (MMMM)";3778
"34 Innlandet";"2 Kvinner";"F85-89 85-89 år";"2023";"Hovedalternativet (MMMM)";3801
