"region";"kjønn";"alder";"år";"statistikkvariabel";"13600: Framskrevet folkemengde 1. januar, etter region, kjønn, alder, år og statistikkvariabel"
"30 Viken";"1 Menn";"F10-14 10-14 år";"2022";"Hovedalternativet (MMMM)";41587
"30 Viken";"1 Menn";"F10-14 10-14 år";"2023";"Hovedalternativet (MMMM)";41866
"30 Viken";"1 Menn";"F10-14 10-14 år";"2024";"Hovedalternativet (MMMM)";41530
"30 Viken";"1 Menn";"F10-14 10-14 år";"2025";"Hovedalternativet (MMMM)";40990
"30 Viken";"1 Menn";"F10-14 10-14 år";"2026";"Hovedalternativet (MMMM)";40787
"30 Viken";"1 Menn";"F10-14 10-14 år";"2027";"Hovedalternativet (MMMM)";40596
"30 Viken";"1 Menn";"F10-14 10-14 år";"2028";"Hovedalternativet (MMMM)";40189
"30 Viken";"1 Menn";"F10-14 10-14 år";"2029";"Hovedalternativet (MMMM)";40019
"30 Viken";"1 Menn";"F10-14 10-14 år";"2030";"Hovedalternativet (MMMM)";39695
"30 Viken";"1 Menn";"F10-14 10-14 år";"2031";"Hovedalternativet (MMMM)";39109
"30 Viken";"1 Menn";"F10-14 10-14 år";"2032";"Hovedalternativet (MMMM)";38942
"30 Viken";"1 Menn";"F10-14 10-14 år";"2033";"Hovedalternativet (MMMM)";38835
"30 Viken";"1 Menn";"F10-14 10-14 år";"2034";"Hovedalternativet (MMMM)";38753
"30 Viken";"1 Menn";"F10-14 10-14 år";"2035";"Hovedalternativet (MMMM)";38665
"30 Viken";"1 Menn";"F10-14 10-14 år";"2036";"Hovedalternativet (MMMM)";38835
"30 Viken";"1 Menn";"F10-14 10-14 år";"2037";"Hovedalternativet (MMMM)";38682
"30 Viken";"1 Menn";"F10-14 10-14 år";"2038";"Hovedalternativet (MMMM)";38778
"30 Viken";"1 Menn";"F10-14 10-14 år";"2039";"Hovedalternativet (MMMM)";38982
"30 Viken";"1 Menn";"F10-14 10-14 år";"2040";"Hovedalternativet (MMMM)";39280
"30 Viken";"1 Menn";"F10-14 10-14 år";"2041";"Hovedalternativet (MMMM)";39604
"30 Viken";"1 Menn";"F10-14 10-14 år";"2042";"Hovedalternativet (MMMM)";39916
"30 Viken";"1 Menn";"F10-14 10-14 år";"2043";"Hovedalternativet (MMMM)";40225
"30 Viken";"1 Menn";"F10-14 10-14 år";"2044";"Hovedalternativet (MMMM)";40537
"30 Viken";"1 Menn";"F10-14 10-14 år";"2045";"Hovedalternativet (MMMM)";40858
"30 Viken";"1 Menn";"F10-14 10-14 år";"2046";"Hovedalternativet (MMMM)";41210
"30 Viken";"1 Menn";"F10-14 10-14 år";"2047";"Hovedalternativet (MMMM)";41585
"30 Viken";"1 Menn";"F10-14 10-14 år";"2048";"Hovedalternativet (MMMM)";41890
"30 Viken";"1 Menn";"F10-14 10-14 år";"2049";"Hovedalternativet (MMMM)";42117
"30 Viken";"1 Menn";"F10-14 10-14 år";"2050";"Hovedalternativet (MMMM)";42264
"30 Viken";"1 Menn";"F15-19 15-19 år";"2022";"Hovedalternativet (MMMM)";40593
"30 Viken";"1 Menn";"F15-19 15-19 år";"2023";"Hovedalternativet (MMMM)";40958
"30 Viken";"1 Menn";"F15-19 15-19 år";"2024";"Hovedalternativet (MMMM)";41388
"30 Viken";"1 Menn";"F15-19 15-19 år";"2025";"Hovedalternativet (MMMM)";41908
"30 Viken";"1 Menn";"F15-19 15-19 år";"2026";"Hovedalternativet (MMMM)";42237
"30 Viken";"1 Menn";"F15-19 15-19 år";"2027";"Hovedalternativet (MMMM)";42190
"30 Viken";"1 Menn";"F15-19 15-19 år";"2028";"Hovedalternativet (MMMM)";42222
"30 Viken";"1 Menn";"F15-19 15-19 år";"2029";"Hovedalternativet (MMMM)";41739
"30 Viken";"1 Menn";"F15-19 15-19 år";"2030";"Hovedalternativet (MMMM)";41207
"30 Viken";"1 Menn";"F15-19 15-19 år";"2031";"Hovedalternativet (MMMM)";40977
"30 Viken";"1 Menn";"F15-19 15-19 år";"2032";"Hovedalternativet (MMMM)";40774
"30 Viken";"1 Menn";"F15-19 15-19 år";"2033";"Hovedalternativet (MMMM)";40386
"30 Viken";"1 Menn";"F15-19 15-19 år";"2034";"Hovedalternativet (MMMM)";40190
"30 Viken";"1 Menn";"F15-19 15-19 år";"2035";"Hovedalternativet (MMMM)";39828
"30 Viken";"1 Menn";"F15-19 15-19 år";"2036";"Hovedalternativet (MMMM)";39257
"30 Viken";"1 Menn";"F15-19 15-19 år";"2037";"Hovedalternativet (MMMM)";39107
"30 Viken";"1 Menn";"F15-19 15-19 år";"2038";"Hovedalternativet (MMMM)";38984
"30 Viken";"1 Menn";"F15-19 15-19 år";"2039";"Hovedalternativet (MMMM)";38907
"30 Viken";"1 Menn";"F15-19 15-19 år";"2040";"Hovedalternativet (MMMM)";38821
"30 Viken";"1 Menn";"F15-19 15-19 år";"2041";"Hovedalternativet (MMMM)";38978
"30 Viken";"1 Menn";"F15-19 15-19 år";"2042";"Hovedalternativet (MMMM)";38832
"30 Viken";"1 Menn";"F15-19 15-19 år";"2043";"Hovedalternativet (MMMM)";38925
"30 Viken";"1 Menn";"F15-19 15-19 år";"2044";"Hovedalternativet (MMMM)";39137
"30 Viken";"1 Menn";"F15-19 15-19 år";"2045";"Hovedalternativet (MMMM)";39412
"30 Viken";"1 Menn";"F15-19 15-19 år";"2046";"Hovedalternativet (MMMM)";39727
"30 Viken";"1 Menn";"F15-19 15-19 år";"2047";"Hovedalternativet (MMMM)";40023
"30 Viken";"1 Menn";"F15-19 15-19 år";"2048";"Hovedalternativet (MMMM)";40318
"30 Viken";"1 Menn";"F15-19 15-19 år";"2049";"Hovedalternativet (MMMM)";40601
"30 Viken";"1 Menn";"F15-19 15-19 år";"2050";"Hovedalternativet (MMMM)";40925
"30 Viken";"1 Menn";"F20-24 20-24 år";"2022";"Hovedalternativet (MMMM)";36301
"30 Viken";"1 Menn";"F20-24 20-24 år";"2023";"Hovedalternativet (MMMM)";36277
"30 Viken";"1 Menn";"F20-24 20-24 år";"2024";"Hovedalternativet (MMMM)";36505
"30 Viken";"1 Menn";"F20-24 20-24 år";"2025";"Hovedalternativet (MMMM)";36456
"30 Viken";"1 Menn";"F20-24 20-24 år";"2026";"Hovedalternativet (MMMM)";36294
"30 Viken";"1 Menn";"F20-24 20-24 år";"2027";"Hovedalternativet (MMMM)";36568
"30 Viken";"1 Menn";"F20-24 20-24 år";"2028";"Hovedalternativet (MMMM)";36836
"30 Viken";"1 Menn";"F20-24 20-24 år";"2029";"Hovedalternativet (MMMM)";37191
"30 Viken";"1 Menn";"F20-24 20-24 år";"2030";"Hovedalternativet (MMMM)";37680
"30 Viken";"1 Menn";"F20-24 20-24 år";"2031";"Hovedalternativet (MMMM)";37938
"30 Viken";"1 Menn";"F20-24 20-24 år";"2032";"Hovedalternativet (MMMM)";37907
"30 Viken";"1 Menn";"F20-24 20-24 år";"2033";"Hovedalternativet (MMMM)";37907
"30 Viken";"1 Menn";"F20-24 20-24 år";"2034";"Hovedalternativet (MMMM)";37477
"30 Viken";"1 Menn";"F20-24 20-24 år";"2035";"Hovedalternativet (MMMM)";37022
"30 Viken";"1 Menn";"F20-24 20-24 år";"2036";"Hovedalternativet (MMMM)";36770
"30 Viken";"1 Menn";"F20-24 20-24 år";"2037";"Hovedalternativet (MMMM)";36580
"30 Viken";"1 Menn";"F20-24 20-24 år";"2038";"Hovedalternativet (MMMM)";36219
"30 Viken";"1 Menn";"F20-24 20-24 år";"2039";"Hovedalternativet (MMMM)";35999
"30 Viken";"1 Menn";"F20-24 20-24 år";"2040";"Hovedalternativet (MMMM)";35663
"30 Viken";"1 Menn";"F20-24 20-24 år";"2041";"Hovedalternativet (MMMM)";35133
"30 Viken";"1 Menn";"F20-24 20-24 år";"2042";"Hovedalternativet (MMMM)";34984
"30 Viken";"1 Menn";"F20-24 20-24 år";"2043";"Hovedalternativet (MMMM)";34843
"30 Viken";"1 Menn";"F20-24 20-24 år";"2044";"Hovedalternativet (MMMM)";34766
"30 Viken";"1 Menn";"F20-24 20-24 år";"2045";"Hovedalternativet (MMMM)";34683
"30 Viken";"1 Menn";"F20-24 20-24 år";"2046";"Hovedalternativet (MMMM)";34823
"30 Viken";"1 Menn";"F20-24 20-24 år";"2047";"Hovedalternativet (MMMM)";34714
"30 Viken";"1 Menn";"F20-24 20-24 år";"2048";"Hovedalternativet (MMMM)";34790
"30 Viken";"1 Menn";"F20-24 20-24 år";"2049";"Hovedalternativet (MMMM)";34955
"30 Viken";"1 Menn";"F20-24 20-24 år";"2050";"Hovedalternativet (MMMM)";35194
"30 Viken";"1 Menn";"F25-29 25-29 år";"2022";"Hovedalternativet (MMMM)";36269
"30 Viken";"1 Menn";"F25-29 25-29 år";"2023";"Hovedalternativet (MMMM)";36765
"30 Viken";"1 Menn";"F25-29 25-29 år";"2024";"Hovedalternativet (MMMM)";36511
"30 Viken";"1 Menn";"F25-29 25-29 år";"2025";"Hovedalternativet (MMMM)";36339
"30 Viken";"1 Menn";"F25-29 25-29 år";"2026";"Hovedalternativet (MMMM)";36007
"30 Viken";"1 Menn";"F25-29 25-29 år";"2027";"Hovedalternativet (MMMM)";35597
"30 Viken";"1 Menn";"F25-29 25-29 år";"2028";"Hovedalternativet (MMMM)";35119
"30 Viken";"1 Menn";"F25-29 25-29 år";"2029";"Hovedalternativet (MMMM)";35043
"30 Viken";"1 Menn";"F25-29 25-29 år";"2030";"Hovedalternativet (MMMM)";34923
"30 Viken";"1 Menn";"F25-29 25-29 år";"2031";"Hovedalternativet (MMMM)";34752
"30 Viken";"1 Menn";"F25-29 25-29 år";"2032";"Hovedalternativet (MMMM)";34999
"30 Viken";"1 Menn";"F25-29 25-29 år";"2033";"Hovedalternativet (MMMM)";35297
"30 Viken";"1 Menn";"F25-29 25-29 år";"2034";"Hovedalternativet (MMMM)";35627
"30 Viken";"1 Menn";"F25-29 25-29 år";"2035";"Hovedalternativet (MMMM)";36025
"30 Viken";"1 Menn";"F25-29 25-29 år";"2036";"Hovedalternativet (MMMM)";36276
"30 Viken";"1 Menn";"F25-29 25-29 år";"2037";"Hovedalternativet (MMMM)";36248
"30 Viken";"1 Menn";"F25-29 25-29 år";"2038";"Hovedalternativet (MMMM)";36226
"30 Viken";"1 Menn";"F25-29 25-29 år";"2039";"Hovedalternativet (MMMM)";35804
"30 Viken";"1 Menn";"F25-29 25-29 år";"2040";"Hovedalternativet (MMMM)";35392
"30 Viken";"1 Menn";"F25-29 25-29 år";"2041";"Hovedalternativet (MMMM)";35115
"30 Viken";"1 Menn";"F25-29 25-29 år";"2042";"Hovedalternativet (MMMM)";34915
"30 Viken";"1 Menn";"F25-29 25-29 år";"2043";"Hovedalternativet (MMMM)";34563
"30 Viken";"1 Menn";"F25-29 25-29 år";"2044";"Hovedalternativet (MMMM)";34325
"30 Viken";"1 Menn";"F25-29 25-29 år";"2045";"Hovedalternativet (MMMM)";33991
"30 Viken";"1 Menn";"F25-29 25-29 år";"2046";"Hovedalternativet (MMMM)";33513
"30 Viken";"1 Menn";"F25-29 25-29 år";"2047";"Hovedalternativet (MMMM)";33311
"30 Viken";"1 Menn";"F25-29 25-29 år";"2048";"Hovedalternativet (MMMM)";33141
"30 Viken";"1 Menn";"F25-29 25-29 år";"2049";"Hovedalternativet (MMMM)";33063
"30 Viken";"1 Menn";"F25-29 25-29 år";"2050";"Hovedalternativet (MMMM)";32984
"30 Viken";"1 Menn";"F30-34 30-34 år";"2022";"Hovedalternativet (MMMM)";41326
"30 Viken";"1 Menn";"F30-34 30-34 år";"2023";"Hovedalternativet (MMMM)";42360
"30 Viken";"1 Menn";"F30-34 30-34 år";"2024";"Hovedalternativet (MMMM)";42907
"30 Viken";"1 Menn";"F30-34 30-34 år";"2025";"Hovedalternativet (MMMM)";42749
"30 Viken";"1 Menn";"F30-34 30-34 år";"2026";"Hovedalternativet (MMMM)";42458
"30 Viken";"1 Menn";"F30-34 30-34 år";"2027";"Hovedalternativet (MMMM)";42140
"30 Viken";"1 Menn";"F30-34 30-34 år";"2028";"Hovedalternativet (MMMM)";41802
"30 Viken";"1 Menn";"F30-34 30-34 år";"2029";"Hovedalternativet (MMMM)";41227
"30 Viken";"1 Menn";"F30-34 30-34 år";"2030";"Hovedalternativet (MMMM)";40934
"30 Viken";"1 Menn";"F30-34 30-34 år";"2031";"Hovedalternativet (MMMM)";40538
"30 Viken";"1 Menn";"F30-34 30-34 år";"2032";"Hovedalternativet (MMMM)";40024
"30 Viken";"1 Menn";"F30-34 30-34 år";"2033";"Hovedalternativet (MMMM)";39496
"30 Viken";"1 Menn";"F30-34 30-34 år";"2034";"Hovedalternativet (MMMM)";39378
"30 Viken";"1 Menn";"F30-34 30-34 år";"2035";"Hovedalternativet (MMMM)";39169
"30 Viken";"1 Menn";"F30-34 30-34 år";"2036";"Hovedalternativet (MMMM)";38945
"30 Viken";"1 Menn";"F30-34 30-34 år";"2037";"Hovedalternativet (MMMM)";39169
"30 Viken";"1 Menn";"F30-34 30-34 år";"2038";"Hovedalternativet (MMMM)";39467
"30 Viken";"1 Menn";"F30-34 30-34 år";"2039";"Hovedalternativet (MMMM)";39806
"30 Viken";"1 Menn";"F30-34 30-34 år";"2040";"Hovedalternativet (MMMM)";40184
"30 Viken";"1 Menn";"F30-34 30-34 år";"2041";"Hovedalternativet (MMMM)";40444
"30 Viken";"1 Menn";"F30-34 30-34 år";"2042";"Hovedalternativet (MMMM)";40409
"30 Viken";"1 Menn";"F30-34 30-34 år";"2043";"Hovedalternativet (MMMM)";40382
"30 Viken";"1 Menn";"F30-34 30-34 år";"2044";"Hovedalternativet (MMMM)";39948
"30 Viken";"1 Menn";"F30-34 30-34 år";"2045";"Hovedalternativet (MMMM)";39494
"30 Viken";"1 Menn";"F30-34 30-34 år";"2046";"Hovedalternativet (MMMM)";39150
"30 Viken";"1 Menn";"F30-34 30-34 år";"2047";"Hovedalternativet (MMMM)";38930
"30 Viken";"1 Menn";"F30-34 30-34 år";"2048";"Hovedalternativet (MMMM)";38554
"30 Viken";"1 Menn";"F30-34 30-34 år";"2049";"Hovedalternativet (MMMM)";38287
"30 Viken";"1 Menn";"F30-34 30-34 år";"2050";"Hovedalternativet (MMMM)";37916
"30 Viken";"1 Menn";"F35-39 35-39 år";"2022";"Hovedalternativet (MMMM)";43058
"30 Viken";"1 Menn";"F35-39 35-39 år";"2023";"Hovedalternativet (MMMM)";44232
"30 Viken";"1 Menn";"F35-39 35-39 år";"2024";"Hovedalternativet (MMMM)";45245
"30 Viken";"1 Menn";"F35-39 35-39 år";"2025";"Hovedalternativet (MMMM)";46296
"30 Viken";"1 Menn";"F35-39 35-39 år";"2026";"Hovedalternativet (MMMM)";47194
"30 Viken";"1 Menn";"F35-39 35-39 år";"2027";"Hovedalternativet (MMMM)";47783
"30 Viken";"1 Menn";"F35-39 35-39 år";"2028";"Hovedalternativet (MMMM)";48114
"30 Viken";"1 Menn";"F35-39 35-39 år";"2029";"Hovedalternativet (MMMM)";48149
"30 Viken";"1 Menn";"F35-39 35-39 år";"2030";"Hovedalternativet (MMMM)";47802
"30 Viken";"1 Menn";"F35-39 35-39 år";"2031";"Hovedalternativet (MMMM)";47419
"30 Viken";"1 Menn";"F35-39 35-39 år";"2032";"Hovedalternativet (MMMM)";47067
"30 Viken";"1 Menn";"F35-39 35-39 år";"2033";"Hovedalternativet (MMMM)";46699
"30 Viken";"1 Menn";"F35-39 35-39 år";"2034";"Hovedalternativet (MMMM)";46175
"30 Viken";"1 Menn";"F35-39 35-39 år";"2035";"Hovedalternativet (MMMM)";45861
"30 Viken";"1 Menn";"F35-39 35-39 år";"2036";"Hovedalternativet (MMMM)";45466
"30 Viken";"1 Menn";"F35-39 35-39 år";"2037";"Hovedalternativet (MMMM)";44905
"30 Viken";"1 Menn";"F35-39 35-39 år";"2038";"Hovedalternativet (MMMM)";44316
"30 Viken";"1 Menn";"F35-39 35-39 år";"2039";"Hovedalternativet (MMMM)";44127
"30 Viken";"1 Menn";"F35-39 35-39 år";"2040";"Hovedalternativet (MMMM)";43879
"30 Viken";"1 Menn";"F35-39 35-39 år";"2041";"Hovedalternativet (MMMM)";43628
"30 Viken";"1 Menn";"F35-39 35-39 år";"2042";"Hovedalternativet (MMMM)";43846
"30 Viken";"1 Menn";"F35-39 35-39 år";"2043";"Hovedalternativet (MMMM)";44155
"30 Viken";"1 Menn";"F35-39 35-39 år";"2044";"Hovedalternativet (MMMM)";44517
"30 Viken";"1 Menn";"F35-39 35-39 år";"2045";"Hovedalternativet (MMMM)";44900
"30 Viken";"1 Menn";"F35-39 35-39 år";"2046";"Hovedalternativet (MMMM)";45162
"30 Viken";"1 Menn";"F35-39 35-39 år";"2047";"Hovedalternativet (MMMM)";45118
"30 Viken";"1 Menn";"F35-39 35-39 år";"2048";"Hovedalternativet (MMMM)";45060
"30 Viken";"1 Menn";"F35-39 35-39 år";"2049";"Hovedalternativet (MMMM)";44590
"30 Viken";"1 Menn";"F35-39 35-39 år";"2050";"Hovedalternativet (MMMM)";44107
"30 Viken";"1 Menn";"F40-44 40-44 år";"2022";"Hovedalternativet (MMMM)";43618
"30 Viken";"1 Menn";"F40-44 40-44 år";"2023";"Hovedalternativet (MMMM)";44448
"30 Viken";"1 Menn";"F40-44 40-44 år";"2024";"Hovedalternativet (MMMM)";45076
"30 Viken";"1 Menn";"F40-44 40-44 år";"2025";"Hovedalternativet (MMMM)";45560
"30 Viken";"1 Menn";"F40-44 40-44 år";"2026";"Hovedalternativet (MMMM)";46065
"30 Viken";"1 Menn";"F40-44 40-44 år";"2027";"Hovedalternativet (MMMM)";46906
"30 Viken";"1 Menn";"F40-44 40-44 år";"2028";"Hovedalternativet (MMMM)";47532
"30 Viken";"1 Menn";"F40-44 40-44 år";"2029";"Hovedalternativet (MMMM)";48269
"30 Viken";"1 Menn";"F40-44 40-44 år";"2030";"Hovedalternativet (MMMM)";49208
"30 Viken";"1 Menn";"F40-44 40-44 år";"2031";"Hovedalternativet (MMMM)";49995
"30 Viken";"1 Menn";"F40-44 40-44 år";"2032";"Hovedalternativet (MMMM)";50532
"30 Viken";"1 Menn";"F40-44 40-44 år";"2033";"Hovedalternativet (MMMM)";50878
"30 Viken";"1 Menn";"F40-44 40-44 år";"2034";"Hovedalternativet (MMMM)";50857
"30 Viken";"1 Menn";"F40-44 40-44 år";"2035";"Hovedalternativet (MMMM)";50513
"30 Viken";"1 Menn";"F40-44 40-44 år";"2036";"Hovedalternativet (MMMM)";50120
"30 Viken";"1 Menn";"F40-44 40-44 år";"2037";"Hovedalternativet (MMMM)";49771
"30 Viken";"1 Menn";"F40-44 40-44 år";"2038";"Hovedalternativet (MMMM)";49384
"30 Viken";"1 Menn";"F40-44 40-44 år";"2039";"Hovedalternativet (MMMM)";48864
"30 Viken";"1 Menn";"F40-44 40-44 år";"2040";"Hovedalternativet (MMMM)";48562
"30 Viken";"1 Menn";"F40-44 40-44 år";"2041";"Hovedalternativet (MMMM)";48163
"30 Viken";"1 Menn";"F40-44 40-44 år";"2042";"Hovedalternativet (MMMM)";47582
"30 Viken";"1 Menn";"F40-44 40-44 år";"2043";"Hovedalternativet (MMMM)";46965
"30 Viken";"1 Menn";"F40-44 40-44 år";"2044";"Hovedalternativet (MMMM)";46761
"30 Viken";"1 Menn";"F40-44 40-44 år";"2045";"Hovedalternativet (MMMM)";46487
"30 Viken";"1 Menn";"F40-44 40-44 år";"2046";"Hovedalternativet (MMMM)";46218
"30 Viken";"1 Menn";"F40-44 40-44 år";"2047";"Hovedalternativet (MMMM)";46428
"30 Viken";"1 Menn";"F40-44 40-44 år";"2048";"Hovedalternativet (MMMM)";46756
"30 Viken";"1 Menn";"F40-44 40-44 år";"2049";"Hovedalternativet (MMMM)";47100
"30 Viken";"1 Menn";"F40-44 40-44 år";"2050";"Hovedalternativet (MMMM)";47487
"30 Viken";"1 Menn";"F45-49 45-49 år";"2022";"Hovedalternativet (MMMM)";47048
"30 Viken";"1 Menn";"F45-49 45-49 år";"2023";"Hovedalternativet (MMMM)";46168
"30 Viken";"1 Menn";"F45-49 45-49 år";"2024";"Hovedalternativet (MMMM)";45841
"30 Viken";"1 Menn";"F45-49 45-49 år";"2025";"Hovedalternativet (MMMM)";45295
"30 Viken";"1 Menn";"F45-49 45-49 år";"2026";"Hovedalternativet (MMMM)";45361
"30 Viken";"1 Menn";"F45-49 45-49 år";"2027";"Hovedalternativet (MMMM)";45397
"30 Viken";"1 Menn";"F45-49 45-49 år";"2028";"Hovedalternativet (MMMM)";45950
"30 Viken";"1 Menn";"F45-49 45-49 år";"2029";"Hovedalternativet (MMMM)";46398
"30 Viken";"1 Menn";"F45-49 45-49 år";"2030";"Hovedalternativet (MMMM)";46833
"30 Viken";"1 Menn";"F45-49 45-49 år";"2031";"Hovedalternativet (MMMM)";47299
"30 Viken";"1 Menn";"F45-49 45-49 år";"2032";"Hovedalternativet (MMMM)";48097
"30 Viken";"1 Menn";"F45-49 45-49 år";"2033";"Hovedalternativet (MMMM)";48694
"30 Viken";"1 Menn";"F45-49 45-49 år";"2034";"Hovedalternativet (MMMM)";49424
"30 Viken";"1 Menn";"F45-49 45-49 år";"2035";"Hovedalternativet (MMMM)";50345
"30 Viken";"1 Menn";"F45-49 45-49 år";"2036";"Hovedalternativet (MMMM)";51126
"30 Viken";"1 Menn";"F45-49 45-49 år";"2037";"Hovedalternativet (MMMM)";51628
"30 Viken";"1 Menn";"F45-49 45-49 år";"2038";"Hovedalternativet (MMMM)";51990
"30 Viken";"1 Menn";"F45-49 45-49 år";"2039";"Hovedalternativet (MMMM)";51919
"30 Viken";"1 Menn";"F45-49 45-49 år";"2040";"Hovedalternativet (MMMM)";51591
"30 Viken";"1 Menn";"F45-49 45-49 år";"2041";"Hovedalternativet (MMMM)";51209
"30 Viken";"1 Menn";"F45-49 45-49 år";"2042";"Hovedalternativet (MMMM)";50868
